motif_id	motif_alt_id	sequence_name	start	stop	strand	score	p-value	q-value	matched_sequence
tead4_double_no_ervs_marg_seqs		chr1	9546796	9546812	-	9.65116	9.1e-05		
tead4_double_no_ervs_marg_seqs		chr1	9547294	9547310	+	12.3953	2.31e-05		
tead4_double_no_ervs_marg_seqs		chr1	9550950	9550966	-	13.8605	9.69e-06		
tead4_double_no_ervs_marg_seqs		chr1	9560285	9560301	-	12.186	2.6e-05		
tead4_double_no_ervs_marg_seqs		chr1	9560287	9560303	+	11.4651	3.81e-05		
tead4_double_no_ervs_marg_seqs		chr1	9578262	9578278	+	10.1163	7.37e-05		
tead4_double_no_ervs_marg_seqs		chr1	9578364	9578380	-	12.3953	2.31e-05		
tead4_double_no_ervs_marg_seqs		chr1	9699314	9699330	+	10.2791	6.83e-05		
tead4_double_no_ervs_marg_seqs		chr1	9769898	9769914	-	12.6512	2e-05		
tead4_double_no_ervs_marg_seqs		chr1	10038723	10038739	-	14.4419	6.64e-06		
tead4_double_no_ervs_marg_seqs		chr1	10039244	10039260	+	17.0465	9.26e-07		
tead4_double_no_ervs_marg_seqs		chr1	10039628	10039644	+	13.093	1.55e-05		
tead4_double_no_ervs_marg_seqs		chr1	10104159	10104175	-	10.2791	6.83e-05		
tead4_double_no_ervs_marg_seqs		chr1	10170539	10170555	-	12.8837	1.75e-05		
tead4_double_no_ervs_marg_seqs		chr1	10171535	10171551	+	11.7907	3.21e-05		
tead4_double_no_ervs_marg_seqs		chr1	10248577	10248593	+	12.0233	2.84e-05		
tead4_double_no_ervs_marg_seqs		chr1	10249173	10249189	-	10.0465	7.61e-05		
tead4_double_no_ervs_marg_seqs		chr1	10255210	10255226	-	12.8605	1.78e-05		
tead4_double_no_ervs_marg_seqs		chr1	10285693	10285709	-	9.44186	9.99e-05		
tead4_double_no_ervs_marg_seqs		chr1	10285695	10285711	+	18.5581	2.26e-07		
tead4_double_no_ervs_marg_seqs		chr1	10300750	10300766	-	11.2791	4.19e-05		
tead4_double_no_ervs_marg_seqs		chr1	10318780	10318796	+	12.093	2.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	10382248	10382264	-	11.2326	4.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	10382250	10382266	+	10.7674	5.41e-05		
tead4_double_no_ervs_marg_seqs		chr1	10571427	10571443	-	9.95349	7.94e-05		
tead4_double_no_ervs_marg_seqs		chr1	10592448	10592464	+	12.186	2.6e-05		
tead4_double_no_ervs_marg_seqs		chr1	10617564	10617580	-	10.3488	6.61e-05		
tead4_double_no_ervs_marg_seqs		chr1	10710762	10710778	+	11.6279	3.5e-05		
tead4_double_no_ervs_marg_seqs		chr1	10710771	10710787	+	12.3023	2.44e-05		
tead4_double_no_ervs_marg_seqs		chr1	10757934	10757950	-	10.7674	5.41e-05		
tead4_double_no_ervs_marg_seqs		chr1	10873164	10873180	-	10.3023	6.76e-05		
tead4_double_no_ervs_marg_seqs		chr1	10955462	10955478	-	12.907	1.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	11214808	11214824	+	11.8605	3.1e-05		
tead4_double_no_ervs_marg_seqs		chr1	11493369	11493385	-	10.2558	6.91e-05		
tead4_double_no_ervs_marg_seqs		chr1	11895642	11895658	-	11.1163	4.55e-05		
tead4_double_no_ervs_marg_seqs		chr1	12172089	12172105	-	9.62791	9.2e-05		
tead4_double_no_ervs_marg_seqs		chr1	12172091	12172107	+	11.2326	4.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	12573457	12573473	+	10.6047	5.85e-05		
tead4_double_no_ervs_marg_seqs		chr1	12623561	12623577	+	11	4.82e-05		
tead4_double_no_ervs_marg_seqs		chr1	13011762	13011778	-	11.1628	4.45e-05		
tead4_double_no_ervs_marg_seqs		chr1	13109222	13109238	+	9.69767	8.91e-05		
tead4_double_no_ervs_marg_seqs		chr1	13109640	13109656	-	10.7209	5.53e-05		
tead4_double_no_ervs_marg_seqs		chr1	13132866	13132882	-	10.5116	6.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	13161723	13161739	-	11.7907	3.21e-05		
tead4_double_no_ervs_marg_seqs		chr1	13161725	13161741	+	11.6279	3.5e-05		
tead4_double_no_ervs_marg_seqs		chr1	13169682	13169698	-	9.81395	8.46e-05		
tead4_double_no_ervs_marg_seqs		chr1	13240934	13240950	+	14.7907	5.24e-06		
tead4_double_no_ervs_marg_seqs		chr1	13260143	13260159	+	10.6047	5.85e-05		
tead4_double_no_ervs_marg_seqs		chr1	13260558	13260574	+	11.9535	2.95e-05		
tead4_double_no_ervs_marg_seqs		chr1	13260586	13260602	+	11.6047	3.55e-05		
tead4_double_no_ervs_marg_seqs		chr1	13309827	13309843	+	12.1163	2.7e-05		
tead4_double_no_ervs_marg_seqs		chr1	13309944	13309960	+	11.6744	3.42e-05		
tead4_double_no_ervs_marg_seqs		chr1	13333164	13333180	-	12.2093	2.57e-05		
tead4_double_no_ervs_marg_seqs		chr1	13379659	13379675	-	13.4884	1.22e-05		
tead4_double_no_ervs_marg_seqs		chr1	13532141	13532157	-	10.1395	7.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	13532150	13532166	-	10.186	7.13e-05		
tead4_double_no_ervs_marg_seqs		chr1	13640278	13640294	-	10.4186	6.4e-05		
tead4_double_no_ervs_marg_seqs		chr1	13643710	13643726	-	10.2558	6.91e-05		
tead4_double_no_ervs_marg_seqs		chr1	13660854	13660870	-	11.0698	4.66e-05		
tead4_double_no_ervs_marg_seqs		chr1	13661245	13661261	+	10.3256	6.68e-05		
tead4_double_no_ervs_marg_seqs		chr1	13932068	13932084	+	9.88372	8.2e-05		
tead4_double_no_ervs_marg_seqs		chr1	14688591	14688607	+	9.95349	7.94e-05		
tead4_double_no_ervs_marg_seqs		chr1	15079741	15079757	-	11.3721	4e-05		
tead4_double_no_ervs_marg_seqs		chr1	15079743	15079759	+	11.2791	4.19e-05		
tead4_double_no_ervs_marg_seqs		chr1	15805326	15805342	+	9.46512	9.88e-05		
tead4_double_no_ervs_marg_seqs		chr1	15996274	15996290	-	10.7907	5.35e-05		
tead4_double_no_ervs_marg_seqs		chr1	15996757	15996773	-	11.3488	4.05e-05		
tead4_double_no_ervs_marg_seqs		chr1	16212816	16212832	-	11.9535	2.95e-05		
tead4_double_no_ervs_marg_seqs		chr1	16216998	16217014	+	12.4884	2.2e-05		
tead4_double_no_ervs_marg_seqs		chr1	16305188	16305204	+	10.4651	6.26e-05		
tead4_double_no_ervs_marg_seqs		chr1	16305312	16305328	-	11.5581	3.63e-05		
tead4_double_no_ervs_marg_seqs		chr1	16305314	16305330	+	12	2.87e-05		
tead4_double_no_ervs_marg_seqs		chr1	16401119	16401135	-	11.5116	3.72e-05		
tead4_double_no_ervs_marg_seqs		chr1	16620128	16620144	-	10.8605	5.17e-05		
tead4_double_no_ervs_marg_seqs		chr1	16670073	16670089	-	11.4186	3.9e-05		
tead4_double_no_ervs_marg_seqs		chr1	16697172	16697188	+	11	4.82e-05		
tead4_double_no_ervs_marg_seqs		chr1	16797750	16797766	+	12.5581	2.11e-05		
tead4_double_no_ervs_marg_seqs		chr1	17419871	17419887	+	10.4419	6.33e-05		
tead4_double_no_ervs_marg_seqs		chr1	17419878	17419894	-	11.1163	4.55e-05		
tead4_double_no_ervs_marg_seqs		chr1	17420326	17420342	-	12.4419	2.26e-05		
tead4_double_no_ervs_marg_seqs		chr1	17490617	17490633	-	12.6512	2e-05		
tead4_double_no_ervs_marg_seqs		chr1	17542668	17542684	-	11.3721	4e-05		
tead4_double_no_ervs_marg_seqs		chr1	17542670	17542686	+	11.2791	4.19e-05		
tead4_double_no_ervs_marg_seqs		chr1	18224588	18224604	-	14.6047	5.95e-06		
tead4_double_no_ervs_marg_seqs		chr1	18247248	18247264	+	10.9767	4.88e-05		
tead4_double_no_ervs_marg_seqs		chr1	18794501	18794517	+	11.7442	3.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	18981925	18981941	+	10.0233	7.69e-05		
tead4_double_no_ervs_marg_seqs		chr1	19206442	19206458	+	11.4186	3.9e-05		
tead4_double_no_ervs_marg_seqs		chr1	19418287	19418303	-	15.5349	3.09e-06		
tead4_double_no_ervs_marg_seqs		chr1	19736256	19736272	+	10.5349	6.05e-05		
tead4_double_no_ervs_marg_seqs		chr1	19736326	19736342	-	10.0698	7.53e-05		
tead4_double_no_ervs_marg_seqs		chr1	20619737	20619753	-	10.6047	5.85e-05		
tead4_double_no_ervs_marg_seqs		chr1	20619739	20619755	+	10.0465	7.61e-05		
tead4_double_no_ervs_marg_seqs		chr1	20620145	20620161	+	10.5349	6.05e-05		
tead4_double_no_ervs_marg_seqs		chr1	20668867	20668883	-	11.4884	3.77e-05		
tead4_double_no_ervs_marg_seqs		chr1	20668885	20668901	+	16.0465	2.09e-06		
tead4_double_no_ervs_marg_seqs		chr1	20775030	20775046	+	12.186	2.6e-05		
tead4_double_no_ervs_marg_seqs		chr1	20775242	20775258	-	13.9535	9.14e-06		
tead4_double_no_ervs_marg_seqs		chr1	20998854	20998870	-	17.186	8.21e-07		
tead4_double_no_ervs_marg_seqs		chr1	20998856	20998872	+	10.7674	5.41e-05		
tead4_double_no_ervs_marg_seqs		chr1	21229652	21229668	+	13.6744	1.09e-05		
tead4_double_no_ervs_marg_seqs		chr1	22367126	22367142	+	9.46512	9.88e-05		
tead4_double_no_ervs_marg_seqs		chr1	22373826	22373842	+	9.76744	8.64e-05		
tead4_double_no_ervs_marg_seqs		chr1	22467619	22467635	-	10.5116	6.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	22782856	22782872	-	10.7907	5.35e-05		
tead4_double_no_ervs_marg_seqs		chr1	23203386	23203402	+	13.186	1.47e-05		
tead4_double_no_ervs_marg_seqs		chr1	23203755	23203771	-	10.3488	6.61e-05		
tead4_double_no_ervs_marg_seqs		chr1	23625665	23625681	-	14.2093	7.74e-06		
tead4_double_no_ervs_marg_seqs		chr1	23646366	23646382	-	12.814	1.82e-05		
tead4_double_no_ervs_marg_seqs		chr1	23646368	23646384	+	10.7674	5.41e-05		
tead4_double_no_ervs_marg_seqs		chr1	23761488	23761504	+	9.44186	9.99e-05		
tead4_double_no_ervs_marg_seqs		chr1	23840804	23840820	+	12.1395	2.67e-05		
tead4_double_no_ervs_marg_seqs		chr1	23906614	23906630	+	10.2326	6.98e-05		
tead4_double_no_ervs_marg_seqs		chr1	23967356	23967372	+	9.74419	8.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	23967414	23967430	-	9.60465	9.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	24006298	24006314	+	14.0698	8.48e-06		
tead4_double_no_ervs_marg_seqs		chr1	24084570	24084586	+	12.6047	2.06e-05		
tead4_double_no_ervs_marg_seqs		chr1	24135219	24135235	-	10.1395	7.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	24135259	24135275	-	11.4651	3.81e-05		
tead4_double_no_ervs_marg_seqs		chr1	24137677	24137693	+	12.3953	2.31e-05		
tead4_double_no_ervs_marg_seqs		chr1	24172438	24172454	-	14.9535	4.68e-06		
tead4_double_no_ervs_marg_seqs		chr1	24733044	24733060	+	12.093	2.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	24770874	24770890	+	13.7674	1.03e-05		
tead4_double_no_ervs_marg_seqs		chr1	24775433	24775449	-	15	4.53e-06		
tead4_double_no_ervs_marg_seqs		chr1	26379608	26379624	+	10.1628	7.21e-05		
tead4_double_no_ervs_marg_seqs		chr1	26911232	26911248	+	13.3488	1.33e-05		
tead4_double_no_ervs_marg_seqs		chr1	28037666	28037682	-	9.46512	9.88e-05		
tead4_double_no_ervs_marg_seqs		chr1	28464345	28464361	-	12.8837	1.75e-05		
tead4_double_no_ervs_marg_seqs		chr1	28632451	28632467	-	10.7674	5.41e-05		
tead4_double_no_ervs_marg_seqs		chr1	28632453	28632469	+	12.814	1.82e-05		
tead4_double_no_ervs_marg_seqs		chr1	29443437	29443453	+	9.74419	8.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	30402769	30402785	-	16.1395	1.94e-06		
tead4_double_no_ervs_marg_seqs		chr1	30414011	30414027	-	14.2093	7.74e-06		
tead4_double_no_ervs_marg_seqs		chr1	30420801	30420817	-	14.6512	5.76e-06		
tead4_double_no_ervs_marg_seqs		chr1	30420803	30420819	+	18.9767	1.45e-07		
tead4_double_no_ervs_marg_seqs		chr1	30434475	30434491	-	9.55814	9.49e-05		
tead4_double_no_ervs_marg_seqs		chr1	30652839	30652855	-	11.8372	3.14e-05		
tead4_double_no_ervs_marg_seqs		chr1	30885781	30885797	+	13.907	9.41e-06		
tead4_double_no_ervs_marg_seqs		chr1	30899037	30899053	-	14.2093	7.74e-06		
tead4_double_no_ervs_marg_seqs		chr1	30909030	30909046	+	12.0233	2.84e-05		
tead4_double_no_ervs_marg_seqs		chr1	31059339	31059355	-	9.76744	8.64e-05		
tead4_double_no_ervs_marg_seqs		chr1	31573578	31573594	-	16.4186	1.56e-06		
tead4_double_no_ervs_marg_seqs		chr1	31627886	31627902	-	14.7674	5.32e-06		
tead4_double_no_ervs_marg_seqs		chr1	31627888	31627904	+	11.4419	3.86e-05		
tead4_double_no_ervs_marg_seqs		chr1	32291270	32291286	-	11.7209	3.34e-05		
tead4_double_no_ervs_marg_seqs		chr1	33381665	33381681	-	10.8372	5.23e-05		
tead4_double_no_ervs_marg_seqs		chr1	33461466	33461482	+	16.1163	1.98e-06		
tead4_double_no_ervs_marg_seqs		chr1	33462187	33462203	+	11.6279	3.5e-05		
tead4_double_no_ervs_marg_seqs		chr1	33480111	33480127	-	9.44186	9.99e-05		
tead4_double_no_ervs_marg_seqs		chr1	33618744	33618760	-	12.6744	1.98e-05		
tead4_double_no_ervs_marg_seqs		chr1	33618753	33618769	-	11.3023	4.14e-05		
tead4_double_no_ervs_marg_seqs		chr1	33670628	33670644	-	9.55814	9.49e-05		
tead4_double_no_ervs_marg_seqs		chr1	33789744	33789760	-	11.0465	4.71e-05		
tead4_double_no_ervs_marg_seqs		chr1	33789753	33789769	-	11	4.82e-05		
tead4_double_no_ervs_marg_seqs		chr1	33815143	33815159	-	11.2558	4.24e-05		
tead4_double_no_ervs_marg_seqs		chr1	33921546	33921562	+	15.6744	2.78e-06		
tead4_double_no_ervs_marg_seqs		chr1	33921579	33921595	+	9.5814	9.39e-05		
tead4_double_no_ervs_marg_seqs		chr1	33921586	33921602	-	11.9535	2.95e-05		
tead4_double_no_ervs_marg_seqs		chr1	33926256	33926272	-	9.53488	9.59e-05		
tead4_double_no_ervs_marg_seqs		chr1	33926258	33926274	+	16.3256	1.68e-06		
tead4_double_no_ervs_marg_seqs		chr1	33926267	33926283	+	15.2326	3.84e-06		
tead4_double_no_ervs_marg_seqs		chr1	33944427	33944443	-	10.1628	7.21e-05		
tead4_double_no_ervs_marg_seqs		chr1	33981140	33981156	-	12.1163	2.7e-05		
tead4_double_no_ervs_marg_seqs		chr1	33981142	33981158	+	11.8372	3.14e-05		
tead4_double_no_ervs_marg_seqs		chr1	33981228	33981244	+	15.3023	3.66e-06		
tead4_double_no_ervs_marg_seqs		chr1	33990878	33990894	-	10.6977	5.6e-05		
tead4_double_no_ervs_marg_seqs		chr1	34044683	34044699	+	14	8.87e-06		
tead4_double_no_ervs_marg_seqs		chr1	34139930	34139946	+	13.6744	1.09e-05		
tead4_double_no_ervs_marg_seqs		chr1	34155305	34155321	+	10.2093	7.06e-05		
tead4_double_no_ervs_marg_seqs		chr1	34172433	34172449	-	9.74419	8.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	34184598	34184614	+	10	7.77e-05		
tead4_double_no_ervs_marg_seqs		chr1	34222865	34222881	-	9.76744	8.64e-05		
tead4_double_no_ervs_marg_seqs		chr1	34237341	34237357	-	12.2558	2.5e-05		
tead4_double_no_ervs_marg_seqs		chr1	34237343	34237359	+	13.7907	1.01e-05		
tead4_double_no_ervs_marg_seqs		chr1	34260414	34260430	-	14.4186	6.74e-06		
tead4_double_no_ervs_marg_seqs		chr1	34260416	34260432	+	9.74419	8.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	34272708	34272724	+	9.53488	9.59e-05		
tead4_double_no_ervs_marg_seqs		chr1	34313519	34313535	+	10.1628	7.21e-05		
tead4_double_no_ervs_marg_seqs		chr1	34435344	34435360	+	10.8372	5.23e-05		
tead4_double_no_ervs_marg_seqs		chr1	34440652	34440668	-	14.7209	5.49e-06		
tead4_double_no_ervs_marg_seqs		chr1	34452854	34452870	+	12.2791	2.47e-05		
tead4_double_no_ervs_marg_seqs		chr1	34460753	34460769	+	16.0698	2.05e-06		
tead4_double_no_ervs_marg_seqs		chr1	34536676	34536692	+	9.81395	8.46e-05		
tead4_double_no_ervs_marg_seqs		chr1	34538161	34538177	-	10.7674	5.41e-05		
tead4_double_no_ervs_marg_seqs		chr1	34726786	34726802	+	9.51163	9.68e-05		
tead4_double_no_ervs_marg_seqs		chr1	34755705	34755721	+	11.8605	3.1e-05		
tead4_double_no_ervs_marg_seqs		chr1	34765997	34766013	+	10.2791	6.83e-05		
tead4_double_no_ervs_marg_seqs		chr1	34832126	34832142	-	10.9535	4.94e-05		
tead4_double_no_ervs_marg_seqs		chr1	34832135	34832151	-	13.9535	9.14e-06		
tead4_double_no_ervs_marg_seqs		chr1	34832300	34832316	-	11.8372	3.14e-05		
tead4_double_no_ervs_marg_seqs		chr1	34842038	34842054	-	12.2791	2.47e-05		
tead4_double_no_ervs_marg_seqs		chr1	34842040	34842056	+	13.9767	9e-06		
tead4_double_no_ervs_marg_seqs		chr1	34851861	34851877	-	9.74419	8.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	34971405	34971421	-	15.7209	2.69e-06		
tead4_double_no_ervs_marg_seqs		chr1	35062739	35062755	-	12.6047	2.06e-05		
tead4_double_no_ervs_marg_seqs		chr1	35116293	35116309	+	10.5814	5.92e-05		
tead4_double_no_ervs_marg_seqs		chr1	35275804	35275820	-	10.3023	6.76e-05		
tead4_double_no_ervs_marg_seqs		chr1	35337071	35337087	-	10.0233	7.69e-05		
tead4_double_no_ervs_marg_seqs		chr1	35630204	35630220	-	10.5116	6.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	35631479	35631495	+	18.093	3.57e-07		
tead4_double_no_ervs_marg_seqs		chr1	35631488	35631504	+	10.4651	6.26e-05		
tead4_double_no_ervs_marg_seqs		chr1	35661406	35661422	+	15.6744	2.78e-06		
tead4_double_no_ervs_marg_seqs		chr1	35663285	35663301	-	10.8605	5.17e-05		
tead4_double_no_ervs_marg_seqs		chr1	35674970	35674986	+	9.55814	9.49e-05		
tead4_double_no_ervs_marg_seqs		chr1	35715431	35715447	-	10.9535	4.94e-05		
tead4_double_no_ervs_marg_seqs		chr1	35743876	35743892	+	13.9535	9.14e-06		
tead4_double_no_ervs_marg_seqs		chr1	35802336	35802352	+	12.2093	2.57e-05		
tead4_double_no_ervs_marg_seqs		chr1	35932199	35932215	+	10.6744	5.66e-05		
tead4_double_no_ervs_marg_seqs		chr1	35946324	35946340	-	16.6744	1.27e-06		
tead4_double_no_ervs_marg_seqs		chr1	35954188	35954204	+	17.5814	5.76e-07		
tead4_double_no_ervs_marg_seqs		chr1	35957918	35957934	-	10.1395	7.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	36001973	36001989	-	10.8605	5.17e-05		
tead4_double_no_ervs_marg_seqs		chr1	36001975	36001991	+	16.3953	1.59e-06		
tead4_double_no_ervs_marg_seqs		chr1	36014780	36014796	-	10.0233	7.69e-05		
tead4_double_no_ervs_marg_seqs		chr1	36017302	36017318	-	13.6279	1.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	36017304	36017320	+	19.7674	5.89e-08		
tead4_double_no_ervs_marg_seqs		chr1	36017311	36017327	-	18.3023	2.92e-07		
tead4_double_no_ervs_marg_seqs		chr1	36108765	36108781	+	10.5116	6.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	36119535	36119551	-	18.8372	1.69e-07		
tead4_double_no_ervs_marg_seqs		chr1	36119537	36119553	+	14.0465	8.6e-06		
tead4_double_no_ervs_marg_seqs		chr1	36119544	36119560	-	10.3023	6.76e-05		
tead4_double_no_ervs_marg_seqs		chr1	36254836	36254852	+	17.1628	8.37e-07		
tead4_double_no_ervs_marg_seqs		chr1	36269931	36269947	-	10.8372	5.23e-05		
tead4_double_no_ervs_marg_seqs		chr1	36490589	36490605	-	12.6512	2e-05		
tead4_double_no_ervs_marg_seqs		chr1	36490591	36490607	+	9.48837	9.78e-05		
tead4_double_no_ervs_marg_seqs		chr1	36664798	36664814	-	11.0698	4.66e-05		
tead4_double_no_ervs_marg_seqs		chr1	36671028	36671044	+	10.5814	5.92e-05		
tead4_double_no_ervs_marg_seqs		chr1	36773237	36773253	-	10.093	7.45e-05		
tead4_double_no_ervs_marg_seqs		chr1	36773319	36773335	-	11.6279	3.5e-05		
tead4_double_no_ervs_marg_seqs		chr1	36906104	36906120	-	10.2558	6.91e-05		
tead4_double_no_ervs_marg_seqs		chr1	36906113	36906129	-	9.51163	9.68e-05		
tead4_double_no_ervs_marg_seqs		chr1	36940390	36940406	-	9.95349	7.94e-05		
tead4_double_no_ervs_marg_seqs		chr1	37130569	37130585	-	10.5116	6.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	37179106	37179122	-	12.9535	1.68e-05		
tead4_double_no_ervs_marg_seqs		chr1	37253870	37253886	+	10.2558	6.91e-05		
tead4_double_no_ervs_marg_seqs		chr1	37323129	37323145	-	10.1628	7.21e-05		
tead4_double_no_ervs_marg_seqs		chr1	37415321	37415337	-	10.6047	5.85e-05		
tead4_double_no_ervs_marg_seqs		chr1	37458838	37458854	+	14.5581	6.14e-06		
tead4_double_no_ervs_marg_seqs		chr1	37477028	37477044	-	12.907	1.73e-05		
tead4_double_no_ervs_marg_seqs		chr1	37852117	37852133	-	11.2791	4.19e-05		
tead4_double_no_ervs_marg_seqs		chr1	37852183	37852199	+	11.6744	3.42e-05		
tead4_double_no_ervs_marg_seqs		chr1	37966557	37966573	+	9.65116	9.1e-05		
tead4_double_no_ervs_marg_seqs		chr1	38022054	38022070	+	10.3488	6.61e-05		
tead4_double_no_ervs_marg_seqs		chr1	38049940	38049956	-	9.65116	9.1e-05		
tead4_double_no_ervs_marg_seqs		chr1	38104722	38104738	-	10.1395	7.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	38159983	38159999	-	11.4884	3.77e-05		
tead4_double_no_ervs_marg_seqs		chr1	38186016	38186032	+	12.6047	2.06e-05		
tead4_double_no_ervs_marg_seqs		chr1	38260528	38260544	-	10.2558	6.91e-05		
tead4_double_no_ervs_marg_seqs		chr1	38364346	38364362	-	15.7674	2.59e-06		
tead4_double_no_ervs_marg_seqs		chr1	38836979	38836995	-	10.1395	7.29e-05		
tead4_double_no_ervs_marg_seqs		chr1	38837106	38837122	-	11.3953	3.95e-05		
tead4_double_no_ervs_marg_seqs		chr1	38898605	38898621	-	10.1163	7.37e-05		
tead4_double_no_ervs_marg_seqs		chr1	39073318	39073334	-	10.0698	7.53e-05		
tead4_double_no_ervs_marg_seqs		chr1	39113886	39113902	-	12.7442	1.9e-05		
tead4_double_no_ervs_marg_seqs		chr1	39123756	39123772	-	10.9535	4.94e-05		
tead4_double_no_ervs_marg_seqs		chr1	39123758	39123774	+	12.7907	1.85e-05		
tead4_double_no_ervs_marg_seqs		chr1	39123878	39123894	+	13.2326	1.43e-05		
tead4_double_no_ervs_marg_seqs		chr1	39292184	39292200	-	14.8605	4.99e-06		
tead4_double_no_ervs_marg_seqs		chr1	39378021	39378037	+	14.7907	5.24e-06		
tead4_double_no_ervs_marg_seqs		chr1	39523653	39523669	-	14.1628	7.98e-06		
tead4_double_no_ervs_marg_seqs		chr1	39690396	39690412	+	10.5116	6.12e-05		
tead4_double_no_ervs_marg_seqs		chr1	39731630	39731646	-	15.7907	2.55e-06		
tead4_double_no_ervs_marg_seqs		chr1	39789120	39789136	+	10.4419	6.33e-05		
tead4_double_no_ervs_marg_seqs		chr1	39841466	39841482	+	10.6279	5.79e-05		
tead4_double_no_ervs_marg_seqs		chr1	39925087	39925103	-	11.907	3.02e-05		
tead4_double_no_ervs_marg_seqs		chr1	39944422	39944438	-	9.83721	8.37e-05		
tead4_double_no_ervs_marg_seqs		chr1	39978461	39978477	+	11.2558	4.24e-05		
tead4_double_no_ervs_marg_seqs		chr1	40093490	40093506	+	11.2558	4.24e-05		
tead4_double_no_ervs_marg_seqs		chr1	40217866	40217882	+	10.4884	6.19e-05		
tead4_double_no_ervs_marg_seqs		chr1	40359981	40359997	-	12.7907	1.85e-05		
