gene_id,s_mtsc_complete_wt_rep2,s_mtsc_ezr_d1_td_single_tdbl_rep2,s_mtsc_klf5_a3_tdbl_first_half_rep2,s_mtsc_krt8_18_f7_tftd_dis_insertion_tf,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep2
ENSMUSG00000070871,1192,1308,1075,1241,1385,1252
ENSMUSG00000070873,0,0,1,0,4,0
ENSMUSG00000070875,0,0,0,0,0,0
ENSMUSG00000070877,2,6,5,4,4,4
ENSMUSG00000070880,0,3,2,2,2,1
ENSMUSG00000070883,45,44,44,38,41,58
ENSMUSG00000070890,1,1,0,2,3,0
ENSMUSG00000070891,4,2,0,3,5,4
ENSMUSG00000070896,0,0,0,0,0,0
ENSMUSG00000070902,0,4,1,0,7,2
ENSMUSG00000070904,0,0,0,0,0,0
ENSMUSG00000070908,0,0,0,0,0,0
ENSMUSG00000070923,4114,5947,4001,5113,4635,4753
ENSMUSG00000070933,0,0,0,0,0,0
ENSMUSG00000070934,4567,6307,5214,5646,5620,5203
ENSMUSG00000070939,1882,2045,1709,2009,2416,2557
ENSMUSG00000070942,2,0,3,2,0,2
ENSMUSG00000070943,0,0,0,0,0,0
ENSMUSG00000070953,3014,3528,3599,3399,3843,3959
ENSMUSG00000070960,0,5,1,3,4,3
ENSMUSG00000070972,670,892,659,885,752,771
ENSMUSG00000070977,0,0,0,0,0,0
ENSMUSG00000070979,0,0,0,0,0,1
ENSMUSG00000070980,0,7,1,6,16,1
ENSMUSG00000070983,1,0,0,0,0,0
ENSMUSG00000070985,0,3,0,0,0,1
ENSMUSG00000070990,667,1150,799,716,1169,1338
ENSMUSG00000070995,0,0,0,0,0,1
ENSMUSG00000070997,65,85,54,40,27,69
ENSMUSG00000070999,19,26,14,42,74,15
ENSMUSG00000071000,0,0,0,0,0,0
ENSMUSG00000071001,60,59,27,49,44,50
ENSMUSG00000071005,0,0,0,0,0,0
ENSMUSG00000071014,3555,4504,4363,4036,4980,4242
ENSMUSG00000071015,0,0,0,0,0,0
ENSMUSG00000071019,0,0,0,0,0,0
ENSMUSG00000071033,0,0,0,0,0,0
ENSMUSG00000071035,26,16,14,20,14,13
ENSMUSG00000071036,0,0,0,0,0,0
ENSMUSG00000071037,170,224,131,187,241,196
ENSMUSG00000071040,0,0,0,0,0,0
ENSMUSG00000071041,97,117,153,131,134,125
ENSMUSG00000071042,0,0,1,2,4,0
ENSMUSG00000071047,0,0,0,0,0,2
ENSMUSG00000071052,1,1,0,2,0,1
ENSMUSG00000071054,12561,14970,15874,15347,14985,14801
ENSMUSG00000071064,16,24,13,40,13,11
ENSMUSG00000071065,0,0,0,0,0,0
ENSMUSG00000071068,2,2,2,7,1,0
ENSMUSG00000071072,21858,30190,25946,24099,25423,24576
ENSMUSG00000071073,328,309,323,306,476,324
ENSMUSG00000071074,2286,2858,2895,3250,3494,2786
ENSMUSG00000071076,5358,6837,5669,7599,5432,6335
ENSMUSG00000071078,1040,1161,1101,1166,1013,1198
ENSMUSG00000071089,0,0,0,0,3,0
ENSMUSG00000071102,2,6,2,3,4,0
ENSMUSG00000071103,113,308,174,99,90,232
ENSMUSG00000071104,0,0,0,0,0,0
ENSMUSG00000071112,90,176,97,148,88,95
ENSMUSG00000071113,1,4,1,0,2,2
ENSMUSG00000071138,0,1,0,0,0,0
ENSMUSG00000071141,23,23,13,28,25,28
ENSMUSG00000071147,0,0,0,0,0,0
ENSMUSG00000071149,0,0,0,0,0,0
ENSMUSG00000071150,0,0,0,0,0,0
ENSMUSG00000071151,17,20,24,17,26,24
ENSMUSG00000071158,0,0,0,0,0,0
ENSMUSG00000071165,0,0,0,0,0,0
ENSMUSG00000071169,0,0,0,0,0,0
ENSMUSG00000071172,16489,19964,18197,21307,20568,19958
ENSMUSG00000071176,1151,1312,998,1367,1678,1271
ENSMUSG00000071177,0,0,0,0,0,0
ENSMUSG00000071178,0,0,0,0,0,0
ENSMUSG00000071179,0,0,0,0,0,0
ENSMUSG00000071180,3476,3970,3362,3871,4021,3813
ENSMUSG00000071181,172,170,162,122,175,193
ENSMUSG00000071185,0,0,0,0,1,0
ENSMUSG00000071192,39,50,44,179,198,52
ENSMUSG00000071195,0,0,0,0,0,0
ENSMUSG00000071202,11,20,7,8,7,14
ENSMUSG00000071203,1,0,0,2,1,1
ENSMUSG00000071204,0,0,0,0,0,0
ENSMUSG00000071207,2,3,10,5,6,3
ENSMUSG00000071226,3311,4412,3184,3070,3827,4822
ENSMUSG00000071229,0,3,6,4,8,1
ENSMUSG00000071230,8,9,3,9,0,10
ENSMUSG00000071234,0,0,1,0,0,0
ENSMUSG00000071235,1,0,0,0,0,0
ENSMUSG00000071237,0,0,0,0,0,0
ENSMUSG00000071252,284,280,205,358,327,352
ENSMUSG00000071253,1429,1664,1210,1410,1754,1705
ENSMUSG00000071256,561,672,572,574,647,762
ENSMUSG00000071262,0,0,0,2,0,0
ENSMUSG00000071265,0,6,1,4,1,1
ENSMUSG00000071266,148,107,61,165,41,55
ENSMUSG00000071267,2097,3011,1944,2692,3405,2713
ENSMUSG00000071273,3,4,8,1,3,6
ENSMUSG00000071275,0,0,0,0,0,0
ENSMUSG00000071276,0,0,0,0,0,0
ENSMUSG00000071280,0,0,3,0,0,0
ENSMUSG00000071281,643,862,575,766,779,876
ENSMUSG00000071291,134,174,164,167,180,201
ENSMUSG00000071294,3,4,0,2,1,1
ENSMUSG00000071302,735,1045,739,770,830,859
ENSMUSG00000071303,0,0,0,3,4,1
ENSMUSG00000071311,0,0,0,0,0,0
ENSMUSG00000071317,199,400,179,327,197,198
ENSMUSG00000071322,0,0,2,4,0,1
ENSMUSG00000071324,35,52,23,25,34,34
ENSMUSG00000071332,14,13,21,12,20,18
ENSMUSG00000071335,8,18,13,15,27,23
ENSMUSG00000071337,2190,2648,1896,1901,2042,2492
ENSMUSG00000071340,0,0,0,0,0,0
ENSMUSG00000071341,3,1,4,14,3,0
ENSMUSG00000071342,3,0,0,5,5,2
ENSMUSG00000071343,34,58,57,58,58,43
ENSMUSG00000071347,2,2,3,7,3,7
ENSMUSG00000071350,837,941,695,862,965,1050
ENSMUSG00000071356,0,0,0,0,0,0
ENSMUSG00000071359,2418,3119,2677,3039,3300,2827
ENSMUSG00000071361,0,0,0,0,0,0
ENSMUSG00000071362,37,31,23,13,22,18
ENSMUSG00000071369,375,367,327,826,351,324
ENSMUSG00000071379,1888,2083,2510,2736,3067,2203
ENSMUSG00000071392,0,1,0,0,1,3
ENSMUSG00000071398,28,16,21,33,23,35
ENSMUSG00000071414,0,0,0,0,0,0
ENSMUSG00000071415,94461,117187,121542,111326,128615,116003
ENSMUSG00000071419,47,54,62,54,55,53
ENSMUSG00000071424,0,0,0,1,3,1
ENSMUSG00000071428,0,0,0,0,0,0
ENSMUSG00000071434,0,0,0,0,0,0
ENSMUSG00000071451,658,934,840,824,804,841
ENSMUSG00000071452,0,1,0,1,0,0
ENSMUSG00000071454,1726,2205,2122,2080,3315,2097
ENSMUSG00000071456,2209,2840,2164,2145,1837,2737
ENSMUSG00000071470,2,5,3,2,0,4
ENSMUSG00000071471,0,0,0,0,0,0
ENSMUSG00000071475,0,0,0,0,0,0
ENSMUSG00000071477,2087,2450,2629,2653,2954,2681
ENSMUSG00000071478,1,2,2,7,4,3
ENSMUSG00000071481,0,0,0,0,0,0
ENSMUSG00000071489,0,0,0,1,0,0
ENSMUSG00000071490,0,0,0,0,0,0
ENSMUSG00000071491,0,0,0,0,0,0
ENSMUSG00000071493,0,0,0,0,0,0
ENSMUSG00000071494,0,0,0,0,0,0
ENSMUSG00000071497,3,6,6,3,2,1
ENSMUSG00000071506,85,162,76,117,67,131
ENSMUSG00000071510,0,0,0,0,0,0
ENSMUSG00000071516,3,6,0,6,2,5
ENSMUSG00000071517,0,0,0,0,0,0
ENSMUSG00000071519,0,0,0,0,0,0
ENSMUSG00000071521,0,0,0,0,0,0
ENSMUSG00000071522,0,0,0,0,2,0
ENSMUSG00000071528,3334,3953,4072,3640,3509,3857
ENSMUSG00000071531,94,104,84,145,129,133
ENSMUSG00000071532,4,5,6,3,4,9
ENSMUSG00000071533,6218,7463,6764,7185,8428,6950
ENSMUSG00000071537,17,26,27,19,25,13
ENSMUSG00000071540,1,3,1,1,0,2
ENSMUSG00000071547,7149,7742,9147,8183,8489,9533
ENSMUSG00000071550,3,2,1,3,0,0
ENSMUSG00000071551,0,0,1,0,0,0
ENSMUSG00000071552,7,2,3,10,3,7
ENSMUSG00000071553,0,0,0,2,1,1
ENSMUSG00000071561,0,0,0,0,0,0
ENSMUSG00000071562,0,0,0,1,0,0
ENSMUSG00000071568,1,2,0,4,2,6
ENSMUSG00000071573,1,4,5,6,0,5
ENSMUSG00000071586,5,1,0,2,10,2
ENSMUSG00000071591,0,1,1,0,0,0
ENSMUSG00000071604,62,103,84,93,106,114
ENSMUSG00000071613,0,0,0,0,0,0
ENSMUSG00000071629,0,0,0,0,0,0
ENSMUSG00000071632,605,738,731,606,654,773
ENSMUSG00000071633,0,0,0,0,0,0
ENSMUSG00000071636,72,111,110,70,124,107
ENSMUSG00000071637,145,170,137,146,126,129
ENSMUSG00000071640,4,1,1,1,2,3
ENSMUSG00000071644,53416,61053,72982,59410,68692,60614
ENSMUSG00000071645,3878,4836,5065,4072,4043,5040
ENSMUSG00000071646,13566,15106,14652,16231,15826,15126
ENSMUSG00000071647,4077,4849,4726,4529,4496,5187
ENSMUSG00000071648,157,199,156,201,187,217
ENSMUSG00000071649,3016,3567,3408,2957,3302,3533
ENSMUSG00000071650,20928,26379,22844,22604,24778,26875
ENSMUSG00000071652,3709,4461,4390,3815,4055,4315
ENSMUSG00000071653,50,70,56,25,41,76
ENSMUSG00000071654,1340,1804,1727,1386,1594,1883
ENSMUSG00000071655,15132,18899,20348,17385,21455,18961
ENSMUSG00000071656,1946,1862,2479,2802,4328,2513
ENSMUSG00000071657,526,782,645,769,587,740
ENSMUSG00000071658,2,2,0,3,0,0
ENSMUSG00000071659,11147,13263,11448,13595,12112,12949
ENSMUSG00000071660,3885,4445,3352,4172,3783,4733
ENSMUSG00000071661,169,237,235,162,228,244
ENSMUSG00000071662,3789,4643,4334,4488,4410,4387
ENSMUSG00000071665,0,3,1,3,2,2
ENSMUSG00000071669,272,273,222,288,349,353
ENSMUSG00000071671,9,2,8,7,5,4
ENSMUSG00000071679,0,0,0,0,0,0
ENSMUSG00000071680,0,0,0,0,0,0
ENSMUSG00000071686,0,0,0,0,0,0
ENSMUSG00000071691,14,7,9,6,6,7
ENSMUSG00000071708,1769,1852,1753,2164,2155,1920
ENSMUSG00000071711,1129,1401,1623,1517,1588,1481
ENSMUSG00000071713,0,0,0,0,1,0
ENSMUSG00000071714,0,1,0,1,0,0
ENSMUSG00000071715,0,1,1,1,1,0
ENSMUSG00000071716,0,0,0,0,0,0
ENSMUSG00000071719,26,7,20,96,10,19
ENSMUSG00000071721,0,0,0,0,0,0
ENSMUSG00000071722,44,69,37,64,28,57
ENSMUSG00000071723,609,767,621,582,493,411
ENSMUSG00000071724,56,81,73,78,82,75
ENSMUSG00000071726,0,0,0,0,0,0
ENSMUSG00000071738,0,0,0,0,0,0
ENSMUSG00000071745,217,267,265,149,307,217
ENSMUSG00000071748,3,5,3,5,10,15
ENSMUSG00000071749,0,0,0,0,0,0
ENSMUSG00000071750,0,0,0,0,0,0
ENSMUSG00000071753,0,0,0,0,0,0
ENSMUSG00000071757,90,80,93,92,175,93
ENSMUSG00000071763,0,0,0,0,0,0
ENSMUSG00000071764,0,0,0,0,0,0
ENSMUSG00000071766,18,55,18,2,4,49
ENSMUSG00000071767,0,0,0,0,0,0
ENSMUSG00000071769,0,0,0,0,0,0
ENSMUSG00000071770,0,0,1,0,0,9
ENSMUSG00000071771,1,1,0,0,0,6
ENSMUSG00000071772,0,0,0,0,0,0
ENSMUSG00000071773,0,1,0,1,0,0
ENSMUSG00000071788,0,0,0,0,0,0
ENSMUSG00000071793,542,543,310,467,644,635
ENSMUSG00000071796,490,510,354,609,712,573
ENSMUSG00000071815,0,0,0,0,0,0
ENSMUSG00000071816,0,0,0,0,0,0
ENSMUSG00000071818,0,0,2,0,0,0
ENSMUSG00000071847,2395,2274,1798,2814,1977,2549
ENSMUSG00000071855,738,837,746,813,872,767
ENSMUSG00000071856,8,11,11,36,25,8
ENSMUSG00000071858,0,0,0,0,0,0
ENSMUSG00000071862,1,0,0,0,0,0
ENSMUSG00000071866,65167,74589,72508,76475,72997,73166
ENSMUSG00000071867,6,8,6,4,8,15
ENSMUSG00000071890,0,0,0,0,0,0
ENSMUSG00000071893,11,14,5,10,3,19
ENSMUSG00000071909,0,0,0,0,0,0
ENSMUSG00000071937,0,0,0,0,0,0
ENSMUSG00000071952,0,1,12,3,0,0
ENSMUSG00000071984,49,88,60,57,35,96
ENSMUSG00000072049,0,0,0,0,0,0
ENSMUSG00000072066,196,217,173,255,203,224
ENSMUSG00000072068,0,0,0,0,0,0
ENSMUSG00000072082,15005,17065,19016,17226,20562,17973
ENSMUSG00000072100,0,0,0,0,0,0
ENSMUSG00000072109,0,4,0,1,6,0
ENSMUSG00000072115,35,40,35,37,44,50
ENSMUSG00000072145,0,0,0,0,0,0
ENSMUSG00000072188,0,0,0,0,0,0
ENSMUSG00000072214,135,206,170,252,187,328
ENSMUSG00000072235,3743,4739,4280,5045,2784,3771
ENSMUSG00000072244,15164,17693,13861,16520,15941,16701
ENSMUSG00000072249,0,1,0,0,0,0
ENSMUSG00000072255,2,1,2,3,2,2
ENSMUSG00000072258,1350,1468,1336,1497,1239,1440
ENSMUSG00000072259,0,0,0,0,0,0
ENSMUSG00000072294,337,261,163,319,522,274
ENSMUSG00000072295,1,1,1,1,1,0
ENSMUSG00000072324,0,0,0,0,0,0
ENSMUSG00000072381,0,0,0,1,0,3
ENSMUSG00000072387,3,4,2,4,7,8
ENSMUSG00000072407,12,10,15,17,15,18
ENSMUSG00000072419,5562,6612,5925,8092,5278,6564
ENSMUSG00000072421,7,6,7,6,6,14
ENSMUSG00000072423,2,3,5,2,4,1
ENSMUSG00000072437,244,259,268,187,277,286
ENSMUSG00000072460,0,0,1,2,0,0
ENSMUSG00000072473,0,0,0,0,0,0
ENSMUSG00000072476,3,1,2,3,4,6
ENSMUSG00000072477,0,0,0,0,0,0
ENSMUSG00000072479,64,108,85,26,50,96
ENSMUSG00000072487,0,0,0,0,0,1
ENSMUSG00000072492,4,8,8,10,11,5
ENSMUSG00000072494,612,601,551,414,498,662
ENSMUSG00000072501,3708,4322,2673,4167,5044,4456
ENSMUSG00000072511,0,0,0,1,0,0
ENSMUSG00000072541,0,0,1,3,2,3
ENSMUSG00000072553,0,0,0,0,0,0
ENSMUSG00000072568,70,153,96,171,169,51
ENSMUSG00000072571,40,48,35,55,68,33
ENSMUSG00000072572,111,121,91,115,73,186
ENSMUSG00000072573,1,0,0,4,0,0
ENSMUSG00000072574,14,25,22,34,53,37
ENSMUSG00000072575,0,0,0,0,0,0
ENSMUSG00000072576,1,0,1,3,1,1
ENSMUSG00000072582,1981,2293,2381,2054,1916,2480
ENSMUSG00000072584,0,0,0,0,0,0
ENSMUSG00000072589,0,0,0,0,0,0
ENSMUSG00000072591,126,142,169,194,310,159
ENSMUSG00000072592,0,0,1,0,0,0
ENSMUSG00000072594,7,6,7,9,6,4
ENSMUSG00000072595,7,25,10,21,17,20
ENSMUSG00000072596,0,0,0,0,0,0
ENSMUSG00000072598,0,0,0,0,0,0
ENSMUSG00000072599,0,0,0,0,0,0
ENSMUSG00000072600,0,0,0,0,0,0
ENSMUSG00000072601,0,0,0,0,0,0
ENSMUSG00000072605,0,0,0,0,0,0
ENSMUSG00000072612,65,50,59,77,57,68
ENSMUSG00000072616,0,0,0,0,0,0
ENSMUSG00000072618,0,0,2,0,1,3
ENSMUSG00000072620,1,0,0,1,0,0
ENSMUSG00000072621,2,0,0,0,2,1
ENSMUSG00000072623,261,304,222,288,339,308
ENSMUSG00000072624,0,0,0,1,0,1
ENSMUSG00000072625,0,0,0,0,0,0
ENSMUSG00000072640,548,668,570,595,681,738
ENSMUSG00000072647,34,52,35,138,153,40
ENSMUSG00000072653,98,150,143,79,49,142
ENSMUSG00000072660,12,26,16,22,27,17
ENSMUSG00000072662,1,1,3,3,2,1
ENSMUSG00000072663,3,0,3,3,3,3
ENSMUSG00000072664,0,0,0,0,0,0
ENSMUSG00000072672,0,0,0,0,0,0
ENSMUSG00000072673,0,0,0,0,3,1
ENSMUSG00000072674,0,0,0,0,0,0
ENSMUSG00000072675,0,0,0,0,0,0
ENSMUSG00000072676,0,0,0,0,0,0
ENSMUSG00000072677,0,0,0,0,0,0
ENSMUSG00000072679,0,0,0,2,0,1
ENSMUSG00000072680,0,0,0,0,0,0
ENSMUSG00000072683,2,0,0,1,1,0
ENSMUSG00000072686,0,0,0,0,0,0
ENSMUSG00000072688,14,22,24,8,7,20
ENSMUSG00000072692,235,262,309,286,376,312
ENSMUSG00000072693,7,17,6,8,13,10
ENSMUSG00000072694,1139,945,1100,1105,726,1352
ENSMUSG00000072704,1581,2365,1826,2002,2037,1888
ENSMUSG00000072707,0,0,0,2,0,0
ENSMUSG00000072708,0,0,0,0,0,0
ENSMUSG00000072709,0,0,0,0,0,0
ENSMUSG00000072714,0,0,0,0,0,0
ENSMUSG00000072717,0,0,0,0,0,0
ENSMUSG00000072718,0,0,0,0,0,0
ENSMUSG00000072720,10,23,10,13,2,9
ENSMUSG00000072721,0,0,0,0,0,0
ENSMUSG00000072722,0,0,0,0,0,0
ENSMUSG00000072723,2,2,0,6,0,3
ENSMUSG00000072726,0,0,0,0,0,0
ENSMUSG00000072731,0,2,1,3,2,3
ENSMUSG00000072738,0,0,0,0,0,0
ENSMUSG00000072739,0,0,0,0,0,0
ENSMUSG00000072753,0,0,0,0,0,7
ENSMUSG00000072754,1,3,1,3,4,8
ENSMUSG00000072761,152,147,108,157,167,135
ENSMUSG00000072762,290,352,266,358,451,351
ENSMUSG00000072763,236,326,245,234,306,277
ENSMUSG00000072768,0,0,0,0,0,1
ENSMUSG00000072769,8,10,7,13,15,8
ENSMUSG00000072770,114,191,177,157,141,154
ENSMUSG00000072772,274,302,301,423,388,344
ENSMUSG00000072774,3020,3289,2683,3027,4007,3164
ENSMUSG00000072778,10,5,2,10,3,3
ENSMUSG00000072780,0,0,0,0,0,0
ENSMUSG00000072789,43,47,48,56,57,56
ENSMUSG00000072791,0,0,0,0,1,0
ENSMUSG00000072809,20,31,31,12,11,38
ENSMUSG00000072812,1852,1909,1964,2582,4054,2393
ENSMUSG00000072813,0,0,0,0,0,0
ENSMUSG00000072814,0,0,0,0,0,0
ENSMUSG00000072821,0,0,0,0,0,0
ENSMUSG00000072822,0,0,0,0,0,0
ENSMUSG00000072825,6716,7275,6815,8831,9848,8299
ENSMUSG00000072834,0,0,0,0,0,0
ENSMUSG00000072837,0,0,0,0,0,0
ENSMUSG00000072844,7,7,6,18,9,15
ENSMUSG00000072845,0,0,0,0,0,1
ENSMUSG00000072847,473,597,557,600,679,554
ENSMUSG00000072849,0,0,0,0,0,0
ENSMUSG00000072852,0,0,0,1,1,0
ENSMUSG00000072872,14155,14752,11152,17383,19206,16469
ENSMUSG00000072874,0,0,0,0,0,0
ENSMUSG00000072875,177,208,224,346,344,219
ENSMUSG00000072878,0,0,0,0,0,0
ENSMUSG00000072884,15,14,8,11,8,10
ENSMUSG00000072888,0,0,0,0,0,0
ENSMUSG00000072889,3301,3905,3367,4011,4706,4116
ENSMUSG00000072893,2653,2328,2837,2619,2598,3003
ENSMUSG00000072898,28,13,10,30,36,28
ENSMUSG00000072900,0,0,0,0,0,0
ENSMUSG00000072902,1,2,1,1,0,0
ENSMUSG00000072905,0,0,0,0,0,0
ENSMUSG00000072915,243,308,233,140,151,291
ENSMUSG00000072919,7,4,6,13,13,11
ENSMUSG00000072923,0,0,0,0,0,0
ENSMUSG00000072929,0,0,0,0,0,0
ENSMUSG00000072930,0,0,0,0,0,1
ENSMUSG00000072931,0,0,0,0,0,0
ENSMUSG00000072934,57,68,51,41,54,30
ENSMUSG00000072940,48,53,74,66,104,72
ENSMUSG00000072941,3,0,2,19,5,16
ENSMUSG00000072944,25693,30494,25756,32774,28381,34912
ENSMUSG00000072945,0,0,2,0,3,0
ENSMUSG00000072946,2286,2639,2288,2740,3209,3056
ENSMUSG00000072949,1473,2136,2002,2499,3812,2216
ENSMUSG00000072950,2,0,2,1,1,0
ENSMUSG00000072952,1,0,0,1,0,0
ENSMUSG00000072955,0,0,2,0,0,0
ENSMUSG00000072962,3,0,3,1,2,1
ENSMUSG00000072963,14,14,14,5,8,20
ENSMUSG00000072964,1804,2249,1933,2257,2639,2166
ENSMUSG00000072966,189,201,250,264,723,212
ENSMUSG00000072968,0,0,0,0,0,0
ENSMUSG00000072969,660,705,600,770,780,783
ENSMUSG00000072972,23,37,34,72,36,24
ENSMUSG00000072974,34,35,10,22,38,41
ENSMUSG00000072978,11,9,12,11,6,7
ENSMUSG00000072980,1850,2303,2186,2044,2242,2595
ENSMUSG00000072982,0,0,0,0,0,0
ENSMUSG00000072983,0,0,0,0,0,0
ENSMUSG00000072995,0,0,0,0,0,0
ENSMUSG00000072999,30,36,26,25,30,35
ENSMUSG00000073000,0,0,0,0,0,0
ENSMUSG00000073001,0,0,0,0,0,0
ENSMUSG00000073002,33,43,46,42,80,73
ENSMUSG00000073006,0,0,0,0,0,0
ENSMUSG00000073007,0,0,0,0,0,0
ENSMUSG00000073008,0,0,0,0,0,0
ENSMUSG00000073010,0,0,2,3,2,0
ENSMUSG00000073012,66,216,50,63,58,160
ENSMUSG00000073016,0,0,0,0,0,2
ENSMUSG00000073018,7,24,15,13,7,21
ENSMUSG00000073027,9,14,5,8,5,18
ENSMUSG00000073028,0,0,0,0,0,0
ENSMUSG00000073043,5,4,5,8,2,4
ENSMUSG00000073045,0,0,0,0,0,0
ENSMUSG00000073051,0,0,1,0,0,2
ENSMUSG00000073052,8,10,4,6,0,2
ENSMUSG00000073060,0,0,0,0,0,0
ENSMUSG00000073062,125,165,133,175,174,173
ENSMUSG00000073063,2,0,1,0,0,0
ENSMUSG00000073067,20,23,16,7,26,17
ENSMUSG00000073069,0,2,0,0,0,3
ENSMUSG00000073073,1,1,0,0,2,0
ENSMUSG00000073077,0,0,0,0,0,0
ENSMUSG00000073079,264,297,192,306,264,281
ENSMUSG00000073085,0,0,0,0,0,0
ENSMUSG00000073094,0,0,0,0,0,0
ENSMUSG00000073096,7,0,27,0,0,0
ENSMUSG00000073102,14,22,27,8,13,20
ENSMUSG00000073103,0,0,0,0,0,0
ENSMUSG00000073110,0,0,0,0,0,0
ENSMUSG00000073111,0,0,0,0,0,0
ENSMUSG00000073116,0,0,0,0,0,0
ENSMUSG00000073117,0,0,0,0,0,0
ENSMUSG00000073119,0,0,0,0,0,0
ENSMUSG00000073125,6,0,0,2,3,2
ENSMUSG00000073130,13,12,6,18,13,10
ENSMUSG00000073131,3759,5068,3398,3854,4289,4131
ENSMUSG00000073139,1113,1315,1116,1363,1357,1393
ENSMUSG00000073141,0,0,0,0,0,0
ENSMUSG00000073144,3,5,1,0,4,5
ENSMUSG00000073145,0,0,0,0,0,0
ENSMUSG00000073147,822,988,779,807,791,954
ENSMUSG00000073152,0,0,0,0,0,0
ENSMUSG00000073154,0,0,0,0,0,0
ENSMUSG00000073155,2233,2514,2959,2691,2791,2755
ENSMUSG00000073158,324,314,292,292,283,326
ENSMUSG00000073164,755,796,681,727,663,777
ENSMUSG00000073173,0,0,0,0,0,0
ENSMUSG00000073174,0,0,0,0,1,0
ENSMUSG00000073176,795,857,726,975,1106,888
ENSMUSG00000073177,0,0,0,0,0,0
ENSMUSG00000073179,82,108,98,111,108,107
ENSMUSG00000073184,124,162,111,182,136,142
ENSMUSG00000073197,534,645,469,616,564,638
ENSMUSG00000073198,11,14,14,21,16,15
ENSMUSG00000073207,0,0,0,1,0,0
ENSMUSG00000073208,0,0,0,0,0,0
ENSMUSG00000073209,237,343,259,340,405,244
ENSMUSG00000073226,9,5,3,9,13,5
ENSMUSG00000073233,18,43,30,35,17,24
ENSMUSG00000073234,0,0,0,0,0,0
ENSMUSG00000073236,304,418,426,364,335,474
ENSMUSG00000073242,0,0,0,0,0,0
ENSMUSG00000073243,0,13,9,0,0,79
ENSMUSG00000073245,0,0,0,0,0,0
ENSMUSG00000073247,0,0,0,0,0,0
ENSMUSG00000073255,0,0,0,0,0,0
ENSMUSG00000073257,0,0,0,0,0,0
ENSMUSG00000073267,0,0,0,0,0,0
ENSMUSG00000073274,0,0,0,0,1,0
ENSMUSG00000073290,0,4,0,1,3,0
ENSMUSG00000073291,2,1,0,1,0,0
ENSMUSG00000073293,20,26,33,38,32,13
ENSMUSG00000073294,11,5,6,14,0,5
ENSMUSG00000073295,91,102,70,98,61,65
ENSMUSG00000073367,0,0,0,0,0,0
ENSMUSG00000073371,1,0,0,0,0,0
ENSMUSG00000073374,301,399,305,238,258,332
ENSMUSG00000073375,0,0,0,0,0,0
ENSMUSG00000073377,0,0,0,0,0,0
ENSMUSG00000073380,2,2,2,2,3,1
ENSMUSG00000073386,0,0,0,0,0,0
ENSMUSG00000073394,3,2,2,3,0,1
ENSMUSG00000073396,0,0,0,0,0,0
ENSMUSG00000073399,0,2,0,0,0,0
ENSMUSG00000073400,1,9,2,2,14,3
ENSMUSG00000073402,38,72,50,54,109,18
ENSMUSG00000073403,30,89,39,73,126,25
ENSMUSG00000073405,0,0,0,0,0,0
ENSMUSG00000073406,16,29,11,7,21,4
ENSMUSG00000073407,0,0,0,0,0,1
ENSMUSG00000073408,10,9,2,17,6,5
ENSMUSG00000073409,114,174,88,72,115,157
ENSMUSG00000073411,5931,8334,7406,5579,6446,8505
ENSMUSG00000073412,7,11,4,16,12,15
ENSMUSG00000073413,4,1,0,5,0,2
ENSMUSG00000073414,59,56,46,67,60,57
ENSMUSG00000073415,122,123,142,140,86,145
ENSMUSG00000073418,3,4,0,3,3,4
ENSMUSG00000073420,0,0,0,0,0,3
ENSMUSG00000073421,452,852,900,656,593,800
ENSMUSG00000073422,18,23,14,15,14,20
ENSMUSG00000073423,757,784,941,791,1135,1023
ENSMUSG00000073424,0,0,0,0,0,0
ENSMUSG00000073427,92,206,0,161,231,373
ENSMUSG00000073430,1,1,0,7,5,8
ENSMUSG00000073433,714,785,932,746,864,854
ENSMUSG00000073434,1896,2027,2345,1916,2217,2668
ENSMUSG00000073435,0,0,0,0,0,0
ENSMUSG00000073436,350,425,426,553,568,494
ENSMUSG00000073437,159,222,157,144,103,158
ENSMUSG00000073448,65,84,49,81,120,82
ENSMUSG00000073457,0,0,0,0,0,0
ENSMUSG00000073458,0,0,0,0,0,0
ENSMUSG00000073460,45,30,26,53,62,51
ENSMUSG00000073468,906,1066,871,981,988,988
ENSMUSG00000073471,247,491,290,330,325,341
ENSMUSG00000073478,171,168,213,90,121,214
ENSMUSG00000073481,3941,4794,4514,5042,5093,5251
ENSMUSG00000073482,6,3,6,0,4,7
ENSMUSG00000073485,106,120,102,57,70,161
ENSMUSG00000073486,9,16,4,11,20,20
ENSMUSG00000073489,15,19,17,20,5,20
ENSMUSG00000073490,0,0,0,0,0,0
ENSMUSG00000073491,0,0,0,0,0,1
ENSMUSG00000073492,0,1,0,0,2,0
ENSMUSG00000073494,0,0,4,1,0,2
ENSMUSG00000073497,0,1,0,0,0,0
ENSMUSG00000073510,0,0,0,0,0,0
ENSMUSG00000073514,8,10,3,6,7,3
ENSMUSG00000073528,0,0,0,0,0,0
ENSMUSG00000073529,0,0,0,0,0,0
ENSMUSG00000073530,0,0,1,1,1,0
ENSMUSG00000073532,3,1,7,2,0,0
