gene_id,s_mtsc_complete_wt,s_mtsc_ezr_a1_td_single_tdbl,s_mtsc_ezr_d1_td_single_tdbl,s_mtsc_klf5_a3_tdbl_first_half,s_mtsc_klf5_d3_tdbl_first_half,s_mtsc_rin3_g2_tftd_dis_homozy_del,s_mtsc_rin3_h2_tftd_dis_insertion_td
ENSMUSG00000084152,0,0,0,0,0,0,0
ENSMUSG00000084153,0,0,0,0,1,0,0
ENSMUSG00000084154,3,0,2,0,3,2,3
ENSMUSG00000084155,0,0,0,0,0,0,0
ENSMUSG00000084157,0,0,0,0,0,0,0
ENSMUSG00000084158,0,0,0,0,0,0,0
ENSMUSG00000084159,23,16,20,22,23,34,23
ENSMUSG00000084160,0,0,1,0,0,0,0
ENSMUSG00000084161,0,0,0,0,0,0,0
ENSMUSG00000084162,0,0,0,0,0,0,0
ENSMUSG00000084163,0,0,0,0,0,0,0
ENSMUSG00000084164,0,0,0,0,0,0,0
ENSMUSG00000084166,45,40,37,44,42,65,44
ENSMUSG00000084167,0,0,0,0,0,0,0
ENSMUSG00000084168,3,1,4,0,4,1,0
ENSMUSG00000084169,0,0,0,0,0,0,0
ENSMUSG00000084170,4,2,1,0,0,0,0
ENSMUSG00000084171,0,0,0,0,0,0,0
ENSMUSG00000084172,0,0,0,0,0,0,0
ENSMUSG00000084173,0,0,0,0,0,0,0
ENSMUSG00000084174,1,0,0,0,1,0,1
ENSMUSG00000084175,0,0,0,0,0,0,0
ENSMUSG00000084177,0,0,0,0,0,0,0
ENSMUSG00000084178,0,0,0,0,0,0,0
ENSMUSG00000084179,0,0,0,0,0,0,0
ENSMUSG00000084180,0,0,0,0,0,0,0
ENSMUSG00000084181,0,0,0,0,0,0,0
ENSMUSG00000084182,0,0,0,0,0,0,0
ENSMUSG00000084183,1,2,0,2,1,1,1
ENSMUSG00000084184,0,0,0,0,0,0,0
ENSMUSG00000084185,0,2,0,0,1,1,0
ENSMUSG00000084186,0,0,0,0,0,0,0
ENSMUSG00000084188,0,0,0,0,0,0,0
ENSMUSG00000084189,0,0,0,0,0,0,0
ENSMUSG00000084190,0,0,0,0,0,0,0
ENSMUSG00000084191,0,0,0,0,0,0,0
ENSMUSG00000084192,0,0,0,0,0,0,0
ENSMUSG00000084193,0,0,0,0,0,0,0
ENSMUSG00000084195,0,0,0,0,0,0,0
ENSMUSG00000084196,0,0,0,0,0,0,0
ENSMUSG00000084197,0,0,0,0,0,0,0
ENSMUSG00000084198,0,0,0,0,0,0,0
ENSMUSG00000084199,0,0,0,0,0,0,0
ENSMUSG00000084200,0,0,0,0,0,0,0
ENSMUSG00000084201,0,0,0,0,0,0,0
ENSMUSG00000084202,0,0,0,0,0,0,0
ENSMUSG00000084203,2,4,1,1,6,0,2
ENSMUSG00000084204,0,0,0,0,0,0,0
ENSMUSG00000084205,1,0,0,0,1,0,0
ENSMUSG00000084206,0,0,0,0,0,0,0
ENSMUSG00000084207,0,0,0,0,0,0,0
ENSMUSG00000084208,0,0,0,0,0,0,0
ENSMUSG00000084209,0,0,0,0,0,0,0
ENSMUSG00000084210,0,0,0,0,0,0,0
ENSMUSG00000084211,0,0,0,0,0,0,0
ENSMUSG00000084212,0,0,0,0,0,0,0
ENSMUSG00000084213,0,0,0,0,0,0,0
ENSMUSG00000084214,0,0,0,0,0,0,0
ENSMUSG00000084215,1,1,2,2,0,1,0
ENSMUSG00000084216,1,0,0,0,0,0,0
ENSMUSG00000084217,0,1,5,0,1,2,0
ENSMUSG00000084218,0,0,0,0,0,0,0
ENSMUSG00000084219,0,0,0,0,0,0,0
ENSMUSG00000084220,0,0,2,2,0,0,0
ENSMUSG00000084221,1,1,1,0,0,1,0
ENSMUSG00000084222,0,0,0,0,0,0,0
ENSMUSG00000084223,0,0,0,0,0,0,0
ENSMUSG00000084224,0,0,0,0,0,1,0
ENSMUSG00000084226,0,0,0,0,0,0,0
ENSMUSG00000084228,0,0,0,0,0,0,0
ENSMUSG00000084230,2,0,0,0,0,0,0
ENSMUSG00000084231,0,0,0,0,0,0,1
ENSMUSG00000084234,0,0,0,0,0,0,0
ENSMUSG00000084235,24,20,23,22,31,30,17
ENSMUSG00000084236,0,0,0,0,0,0,0
ENSMUSG00000084237,0,0,0,0,0,0,0
ENSMUSG00000084238,0,0,0,0,0,0,0
ENSMUSG00000084239,0,0,0,0,0,0,0
ENSMUSG00000084240,0,0,0,0,0,0,0
ENSMUSG00000084241,2,0,0,0,2,0,4
ENSMUSG00000084243,0,0,0,0,2,0,0
ENSMUSG00000084244,0,0,0,0,0,0,0
ENSMUSG00000084245,0,0,0,0,0,0,0
ENSMUSG00000084246,0,0,0,0,0,0,0
ENSMUSG00000084247,0,0,0,0,0,0,0
ENSMUSG00000084248,0,0,0,0,0,0,0
ENSMUSG00000084249,0,1,3,1,0,3,1
ENSMUSG00000084250,0,0,0,0,0,0,0
ENSMUSG00000084251,0,0,0,0,0,0,0
ENSMUSG00000084252,0,0,0,0,0,0,0
ENSMUSG00000084253,0,0,0,0,0,0,0
ENSMUSG00000084254,0,0,0,0,0,0,0
ENSMUSG00000084256,0,0,0,0,0,0,0
ENSMUSG00000084257,0,0,0,3,4,5,1
ENSMUSG00000084259,0,0,0,0,0,1,1
ENSMUSG00000084260,26,17,10,150,8,20,17
ENSMUSG00000084261,0,0,0,0,1,0,0
ENSMUSG00000084262,0,0,0,0,0,0,0
ENSMUSG00000084264,4,0,0,0,2,8,9
ENSMUSG00000084265,5,5,7,3,8,1,4
ENSMUSG00000084267,0,0,0,0,0,0,0
ENSMUSG00000084269,0,0,0,0,0,0,0
ENSMUSG00000084270,0,0,0,0,0,0,0
ENSMUSG00000084271,0,0,0,0,0,0,0
ENSMUSG00000084272,0,0,0,0,0,0,0
ENSMUSG00000084273,0,0,0,0,0,0,0
ENSMUSG00000084274,19,4,22,17,31,40,31
ENSMUSG00000084275,0,0,0,0,0,0,0
ENSMUSG00000084276,0,0,1,0,0,6,0
ENSMUSG00000084277,0,1,0,0,0,0,0
ENSMUSG00000084278,0,0,0,0,0,0,0
ENSMUSG00000084279,0,0,0,0,0,0,0
ENSMUSG00000084280,0,0,0,0,0,0,1
ENSMUSG00000084281,0,0,0,0,0,0,0
ENSMUSG00000084282,0,0,0,0,0,0,0
ENSMUSG00000084283,0,0,0,0,0,0,0
ENSMUSG00000084284,0,0,3,0,0,1,0
ENSMUSG00000084285,0,0,0,0,0,0,0
ENSMUSG00000084286,0,0,0,0,0,0,0
ENSMUSG00000084287,0,0,0,0,0,0,0
ENSMUSG00000084288,0,2,0,3,3,4,4
ENSMUSG00000084289,3,0,1,1,1,1,2
ENSMUSG00000084291,0,1,0,0,0,0,0
ENSMUSG00000084292,0,0,0,0,0,0,0
ENSMUSG00000084293,0,0,0,0,0,0,0
ENSMUSG00000084294,0,0,0,0,0,0,0
ENSMUSG00000084295,0,0,0,0,0,0,0
ENSMUSG00000084296,0,0,0,0,0,0,0
ENSMUSG00000084297,0,0,0,0,0,0,0
ENSMUSG00000084298,0,0,0,0,0,0,0
ENSMUSG00000084299,0,0,0,0,0,0,0
ENSMUSG00000084300,0,0,0,0,0,0,0
ENSMUSG00000084301,1,1,0,2,0,2,1
ENSMUSG00000084302,0,0,0,0,0,0,0
ENSMUSG00000084303,0,0,1,0,0,0,0
ENSMUSG00000084304,4,4,5,2,3,4,2
ENSMUSG00000084305,0,0,0,0,0,0,0
ENSMUSG00000084306,4,1,5,7,3,4,5
ENSMUSG00000084307,0,0,0,0,0,0,0
ENSMUSG00000084308,0,0,0,0,0,0,0
ENSMUSG00000084309,0,0,0,0,0,0,0
ENSMUSG00000084310,0,0,0,0,0,0,0
ENSMUSG00000084311,0,0,0,0,0,0,0
ENSMUSG00000084312,0,0,0,0,0,0,0
ENSMUSG00000084313,0,0,0,0,0,0,0
ENSMUSG00000084314,0,5,0,2,2,0,2
ENSMUSG00000084315,0,0,0,0,0,0,0
ENSMUSG00000084316,0,0,0,0,0,0,0
ENSMUSG00000084318,0,0,0,0,0,0,0
ENSMUSG00000084319,90,45,96,81,105,98,79
ENSMUSG00000084320,0,0,0,0,0,0,0
ENSMUSG00000084323,0,0,6,0,0,0,0
ENSMUSG00000084324,0,0,0,0,0,0,0
ENSMUSG00000084325,0,0,0,0,0,1,0
ENSMUSG00000084326,0,0,0,0,0,0,0
ENSMUSG00000084327,0,0,0,0,0,0,0
ENSMUSG00000084328,0,0,0,2,1,1,0
ENSMUSG00000084329,8,2,0,2,0,0,6
ENSMUSG00000084330,0,0,0,0,0,0,0
ENSMUSG00000084331,0,0,0,0,0,0,0
ENSMUSG00000084332,0,0,0,0,0,0,0
ENSMUSG00000084333,1,0,0,1,0,0,2
ENSMUSG00000084334,0,0,0,0,0,0,0
ENSMUSG00000084335,0,0,1,0,0,0,0
ENSMUSG00000084336,0,0,0,0,0,0,0
ENSMUSG00000084337,0,0,0,0,0,0,0
ENSMUSG00000084338,0,0,0,0,0,0,0
ENSMUSG00000084339,0,0,0,0,0,0,0
ENSMUSG00000084340,1,0,0,0,5,0,1
ENSMUSG00000084341,0,0,0,0,0,0,0
ENSMUSG00000084342,4,3,8,4,1,7,1
ENSMUSG00000084343,1,0,0,2,0,0,1
ENSMUSG00000084344,0,0,0,0,0,0,0
ENSMUSG00000084345,1,6,0,0,4,1,2
ENSMUSG00000084346,0,0,0,0,0,0,0
ENSMUSG00000084347,0,6,1,4,2,3,0
ENSMUSG00000084348,0,0,0,0,0,0,0
ENSMUSG00000084349,56,55,45,53,52,46,50
ENSMUSG00000084350,124,128,77,88,28,108,153
ENSMUSG00000084351,0,0,0,0,0,0,0
ENSMUSG00000084352,0,0,0,0,0,0,0
ENSMUSG00000084353,0,1,0,1,0,1,0
ENSMUSG00000084355,0,0,0,0,0,0,0
ENSMUSG00000084356,0,0,0,0,0,0,0
ENSMUSG00000084357,0,0,0,0,0,0,0
ENSMUSG00000084358,0,0,0,0,0,0,0
ENSMUSG00000084359,0,0,0,0,0,0,0
ENSMUSG00000084360,0,0,0,0,0,0,0
ENSMUSG00000084361,0,0,0,0,0,0,0
ENSMUSG00000084362,0,0,0,0,1,0,0
ENSMUSG00000084363,0,0,0,0,0,0,0
ENSMUSG00000084366,0,0,0,0,0,0,0
ENSMUSG00000084367,0,0,0,0,0,0,0
ENSMUSG00000084368,0,0,0,0,4,0,0
ENSMUSG00000084369,0,0,0,0,0,0,0
ENSMUSG00000084370,0,0,0,0,1,0,0
ENSMUSG00000084371,0,0,0,0,0,1,0
ENSMUSG00000084372,0,0,0,0,0,1,0
ENSMUSG00000084373,1,0,0,2,0,0,0
ENSMUSG00000084374,0,0,0,0,0,0,0
ENSMUSG00000084375,0,0,0,0,0,1,0
ENSMUSG00000084376,0,0,0,0,0,0,0
ENSMUSG00000084377,0,0,0,0,0,0,0
ENSMUSG00000084378,0,0,0,0,0,0,0
ENSMUSG00000084379,0,0,0,0,0,0,0
ENSMUSG00000084380,0,0,0,0,0,0,0
ENSMUSG00000084381,19,22,17,23,13,13,24
ENSMUSG00000084382,0,0,0,0,0,0,0
ENSMUSG00000084383,1,0,1,3,1,2,1
ENSMUSG00000084384,8,3,4,7,7,3,8
ENSMUSG00000084385,0,0,0,0,0,0,0
ENSMUSG00000084386,0,0,0,0,0,0,0
ENSMUSG00000084387,0,0,0,0,0,0,0
ENSMUSG00000084390,0,0,0,0,2,26,3
ENSMUSG00000084391,0,0,0,0,0,0,0
ENSMUSG00000084392,0,0,0,0,0,0,0
ENSMUSG00000084393,0,0,0,0,0,0,0
ENSMUSG00000084394,0,0,0,0,0,0,0
ENSMUSG00000084395,0,0,0,0,0,0,0
ENSMUSG00000084396,0,0,0,0,0,0,0
ENSMUSG00000084397,0,0,0,0,0,0,0
ENSMUSG00000084399,0,0,0,0,0,0,0
ENSMUSG00000084400,0,0,0,0,0,2,0
ENSMUSG00000084401,0,0,0,0,0,0,0
ENSMUSG00000084403,0,0,0,0,0,0,0
ENSMUSG00000084404,0,0,0,0,0,0,0
ENSMUSG00000084405,0,0,0,0,0,0,0
ENSMUSG00000084407,1,1,1,0,0,0,2
ENSMUSG00000084408,32,13,8,9,19,14,30
ENSMUSG00000084411,3,0,0,3,0,1,0
ENSMUSG00000084412,0,0,0,0,0,0,0
ENSMUSG00000084413,3,1,1,2,1,2,1
ENSMUSG00000084414,0,0,0,0,0,0,0
ENSMUSG00000084415,0,0,0,0,0,0,0
ENSMUSG00000084416,80,96,106,97,117,131,106
ENSMUSG00000084417,0,0,0,0,0,0,0
ENSMUSG00000084418,0,0,0,0,0,0,0
ENSMUSG00000084419,0,0,0,0,0,0,0
ENSMUSG00000084421,0,0,0,0,0,0,0
ENSMUSG00000084422,5,7,2,5,8,3,4
ENSMUSG00000084423,0,3,0,0,0,2,0
ENSMUSG00000084425,0,0,0,0,0,0,0
ENSMUSG00000084426,0,0,0,0,0,0,0
ENSMUSG00000084428,0,0,0,0,0,0,0
ENSMUSG00000084431,0,0,0,0,0,0,0
ENSMUSG00000084432,0,0,0,0,0,0,0
ENSMUSG00000084433,17,23,19,28,13,39,48
ENSMUSG00000084435,0,0,0,0,0,0,0
ENSMUSG00000084437,0,0,0,0,0,0,0
ENSMUSG00000084439,0,0,0,0,0,0,0
ENSMUSG00000084440,0,0,0,0,0,0,0
ENSMUSG00000084441,0,0,0,0,0,0,0
ENSMUSG00000084442,0,0,0,0,0,0,0
ENSMUSG00000084443,0,0,0,0,0,0,0
ENSMUSG00000084444,0,0,0,0,0,0,0
ENSMUSG00000084445,0,0,0,0,0,0,0
ENSMUSG00000084446,0,0,0,0,0,0,0
ENSMUSG00000084447,0,0,0,0,0,0,0
ENSMUSG00000084448,0,0,0,0,0,0,0
ENSMUSG00000084449,0,0,0,0,0,0,0
ENSMUSG00000084450,0,0,0,0,0,0,0
ENSMUSG00000084451,0,0,0,0,0,0,0
ENSMUSG00000084452,0,0,0,0,0,0,0
ENSMUSG00000084453,0,0,0,0,0,1,0
ENSMUSG00000084454,0,0,0,0,0,0,0
ENSMUSG00000084456,0,0,0,0,0,0,0
ENSMUSG00000084457,0,0,0,0,0,0,0
ENSMUSG00000084458,0,0,0,0,0,0,0
ENSMUSG00000084459,0,0,0,0,0,0,0
ENSMUSG00000084460,0,0,0,0,0,0,0
ENSMUSG00000084461,0,0,0,0,0,0,0
ENSMUSG00000084462,0,0,0,0,0,0,0
ENSMUSG00000084463,0,0,0,0,0,0,0
ENSMUSG00000084465,0,0,0,0,0,0,0
ENSMUSG00000084466,0,0,0,0,0,0,0
ENSMUSG00000084467,0,0,0,0,0,0,0
ENSMUSG00000084468,0,0,0,0,0,0,0
ENSMUSG00000084469,0,0,0,0,0,0,0
ENSMUSG00000084472,0,0,0,0,0,0,0
ENSMUSG00000084473,0,0,0,0,0,0,0
ENSMUSG00000084474,0,0,0,0,0,0,0
ENSMUSG00000084475,0,0,2,0,0,1,0
ENSMUSG00000084476,0,0,0,0,0,0,0
ENSMUSG00000084477,2,1,1,0,1,0,4
ENSMUSG00000084478,2,2,0,0,0,0,0
ENSMUSG00000084479,0,0,0,0,0,0,0
ENSMUSG00000084480,0,0,0,0,0,0,0
ENSMUSG00000084484,0,0,0,0,0,0,0
ENSMUSG00000084485,0,0,0,0,0,0,0
ENSMUSG00000084487,0,0,0,0,0,0,0
ENSMUSG00000084492,0,0,0,0,0,0,0
ENSMUSG00000084493,0,0,1,0,0,0,0
ENSMUSG00000084496,1,0,0,0,0,0,0
ENSMUSG00000084497,9,17,24,20,18,10,19
ENSMUSG00000084498,0,0,0,0,0,0,0
ENSMUSG00000084500,0,0,0,0,0,0,0
ENSMUSG00000084501,0,0,0,0,0,0,0
ENSMUSG00000084502,0,0,0,0,0,0,0
ENSMUSG00000084503,0,0,0,0,0,0,0
ENSMUSG00000084504,0,0,1,0,0,0,0
ENSMUSG00000084505,0,0,0,0,0,1,0
ENSMUSG00000084506,0,0,0,0,0,0,0
ENSMUSG00000084507,2,0,0,0,0,0,0
ENSMUSG00000084508,0,0,0,0,0,0,0
ENSMUSG00000084511,0,0,0,0,0,0,0
ENSMUSG00000084512,0,0,0,0,0,0,0
ENSMUSG00000084513,0,0,0,0,0,0,0
ENSMUSG00000084514,0,0,0,0,0,0,0
ENSMUSG00000084515,0,0,0,0,0,0,2
ENSMUSG00000084516,0,0,0,0,0,0,0
ENSMUSG00000084517,0,0,0,0,0,0,0
ENSMUSG00000084518,0,0,0,0,0,0,0
ENSMUSG00000084519,0,0,0,0,0,0,0
ENSMUSG00000084520,0,0,0,0,0,0,0
ENSMUSG00000084521,0,0,0,0,0,0,0
ENSMUSG00000084522,0,0,0,0,0,0,0
ENSMUSG00000084523,0,0,0,0,0,0,0
ENSMUSG00000084524,0,0,0,0,0,0,0
ENSMUSG00000084526,0,1,5,1,0,0,0
ENSMUSG00000084527,0,0,0,0,0,0,0
ENSMUSG00000084530,0,0,0,0,0,0,0
ENSMUSG00000084531,0,0,0,0,0,0,0
ENSMUSG00000084532,0,0,0,0,0,0,0
ENSMUSG00000084535,0,0,0,0,0,0,0
ENSMUSG00000084536,0,0,0,0,0,0,0
ENSMUSG00000084537,0,0,0,0,0,0,0
ENSMUSG00000084539,0,0,0,0,0,0,0
ENSMUSG00000084540,0,0,0,0,0,0,0
ENSMUSG00000084541,0,0,0,0,0,0,0
ENSMUSG00000084543,0,0,0,0,0,0,0
ENSMUSG00000084544,3,1,5,0,4,2,10
ENSMUSG00000084545,0,0,3,0,0,0,1
ENSMUSG00000084546,0,0,0,0,0,0,0
ENSMUSG00000084547,0,0,0,0,0,0,0
ENSMUSG00000084548,0,0,0,0,0,0,0
ENSMUSG00000084549,0,0,0,0,0,0,0
ENSMUSG00000084550,0,0,0,0,0,0,0
ENSMUSG00000084551,0,0,0,0,0,0,0
ENSMUSG00000084552,0,0,0,0,0,0,0
ENSMUSG00000084555,0,0,0,0,0,0,0
ENSMUSG00000084557,1,0,0,0,0,5,0
ENSMUSG00000084558,1,0,0,0,0,0,2
ENSMUSG00000084559,0,0,0,0,0,0,0
ENSMUSG00000084560,0,0,0,0,0,0,0
ENSMUSG00000084562,0,0,0,0,0,0,0
ENSMUSG00000084564,0,0,0,0,0,0,0
ENSMUSG00000084565,0,0,0,0,0,0,0
ENSMUSG00000084566,0,0,0,0,0,0,0
ENSMUSG00000084567,0,0,0,0,0,0,0
ENSMUSG00000084568,0,0,0,0,0,0,0
ENSMUSG00000084569,0,0,0,0,0,0,0
ENSMUSG00000084571,0,0,0,0,0,0,0
ENSMUSG00000084572,1,0,0,0,0,0,0
ENSMUSG00000084573,0,0,0,0,0,0,0
ENSMUSG00000084574,0,0,0,0,0,0,0
ENSMUSG00000084575,0,0,0,0,0,0,0
ENSMUSG00000084576,0,0,0,0,0,0,0
ENSMUSG00000084579,0,0,0,0,0,0,0
ENSMUSG00000084581,0,0,0,0,0,0,0
ENSMUSG00000084582,0,0,0,0,0,0,0
ENSMUSG00000084583,0,0,0,0,0,0,0
ENSMUSG00000084584,0,0,0,0,0,0,0
ENSMUSG00000084587,1,0,0,0,0,0,0
ENSMUSG00000084588,0,0,0,0,0,0,0
ENSMUSG00000084589,0,0,0,0,0,0,0
ENSMUSG00000084590,0,0,0,0,0,0,0
ENSMUSG00000084591,0,0,0,0,0,0,0
ENSMUSG00000084592,13,10,15,26,5,7,14
ENSMUSG00000084593,0,0,0,0,0,0,0
ENSMUSG00000084595,0,0,0,0,0,0,0
ENSMUSG00000084596,0,0,0,0,0,0,0
ENSMUSG00000084597,0,0,0,0,0,0,0
ENSMUSG00000084598,0,0,0,0,0,0,0
ENSMUSG00000084599,0,0,0,0,0,0,0
ENSMUSG00000084600,0,0,0,0,0,0,0
ENSMUSG00000084601,0,1,1,2,0,5,2
ENSMUSG00000084602,0,0,0,0,0,0,0
ENSMUSG00000084603,0,0,0,0,0,0,0
ENSMUSG00000084604,0,0,0,0,0,0,0
ENSMUSG00000084605,0,0,0,0,0,0,0
ENSMUSG00000084606,0,0,0,0,0,0,0
ENSMUSG00000084607,11,30,33,24,32,23,30
ENSMUSG00000084608,0,0,0,0,0,0,0
ENSMUSG00000084609,0,0,0,0,0,0,0
ENSMUSG00000084610,0,0,0,0,0,0,0
ENSMUSG00000084611,0,0,0,0,0,0,0
ENSMUSG00000084612,0,0,0,0,0,0,0
ENSMUSG00000084613,0,0,0,0,0,0,0
ENSMUSG00000084616,1,0,1,0,2,0,0
ENSMUSG00000084617,0,0,0,0,0,0,0
ENSMUSG00000084619,0,0,0,0,0,0,0
ENSMUSG00000084620,0,0,0,0,0,0,0
ENSMUSG00000084621,0,0,0,0,0,0,0
ENSMUSG00000084622,0,0,0,0,0,0,0
ENSMUSG00000084624,0,0,0,2,0,1,2
ENSMUSG00000084625,6,6,1,0,0,1,0
ENSMUSG00000084627,0,0,0,0,0,0,0
ENSMUSG00000084628,0,3,0,0,0,0,0
ENSMUSG00000084629,0,0,0,0,0,0,0
ENSMUSG00000084630,0,0,0,0,0,0,0
ENSMUSG00000084631,0,0,0,0,0,0,0
ENSMUSG00000084632,3,1,1,0,3,1,0
ENSMUSG00000084633,0,0,0,0,0,0,0
ENSMUSG00000084635,0,0,0,0,0,0,0
ENSMUSG00000084636,0,0,0,0,0,0,0
ENSMUSG00000084637,0,0,0,0,0,0,0
ENSMUSG00000084638,0,0,0,0,0,0,0
ENSMUSG00000084639,0,0,0,0,0,0,0
ENSMUSG00000084640,0,0,0,0,0,0,0
ENSMUSG00000084641,0,0,0,0,0,0,0
ENSMUSG00000084642,0,0,0,0,0,0,0
ENSMUSG00000084643,0,0,0,0,0,0,0
ENSMUSG00000084644,2,3,0,0,0,2,1
ENSMUSG00000084645,0,0,0,0,0,0,0
ENSMUSG00000084646,0,0,0,0,0,0,0
ENSMUSG00000084647,0,0,0,0,0,0,0
ENSMUSG00000084648,1,2,0,1,1,0,0
ENSMUSG00000084649,0,0,0,0,0,0,0
ENSMUSG00000084650,0,0,0,0,0,0,0
ENSMUSG00000084651,0,0,0,0,0,0,0
ENSMUSG00000084652,0,0,0,0,0,0,0
ENSMUSG00000084653,0,0,0,0,0,0,0
ENSMUSG00000084654,0,0,0,0,0,0,0
ENSMUSG00000084658,2,0,1,1,0,0,0
ENSMUSG00000084659,0,0,0,0,0,0,0
ENSMUSG00000084660,0,0,0,0,0,0,0
ENSMUSG00000084661,0,0,0,0,0,0,0
ENSMUSG00000084663,0,0,0,0,0,0,0
ENSMUSG00000084664,0,0,0,0,0,0,0
ENSMUSG00000084665,0,0,0,0,0,0,0
ENSMUSG00000084666,0,0,0,0,0,0,0
ENSMUSG00000084667,0,0,0,0,0,0,0
ENSMUSG00000084668,0,0,0,0,0,0,0
ENSMUSG00000084669,0,0,0,0,0,0,0
ENSMUSG00000084671,0,0,0,0,0,0,0
ENSMUSG00000084673,0,0,0,0,0,0,0
ENSMUSG00000084674,0,3,0,0,2,0,0
ENSMUSG00000084675,0,0,0,0,0,0,0
ENSMUSG00000084678,0,0,0,0,0,0,0
ENSMUSG00000084682,0,0,0,0,0,0,0
ENSMUSG00000084683,0,0,0,0,0,0,0
ENSMUSG00000084684,0,0,0,0,0,0,0
ENSMUSG00000084686,23,8,16,10,18,11,10
ENSMUSG00000084688,0,0,0,0,0,0,0
ENSMUSG00000084689,0,0,0,0,0,0,0
ENSMUSG00000084690,0,0,0,0,4,0,0
ENSMUSG00000084691,0,0,0,0,0,0,0
ENSMUSG00000084693,0,0,0,0,0,0,0
ENSMUSG00000084694,0,0,0,0,0,0,0
ENSMUSG00000084696,0,0,0,0,0,0,0
ENSMUSG00000084700,0,0,0,0,0,0,0
ENSMUSG00000084701,2,0,0,1,0,3,1
ENSMUSG00000084702,0,0,0,0,0,0,0
ENSMUSG00000084703,0,0,0,0,0,0,0
ENSMUSG00000084704,0,0,0,0,0,0,0
ENSMUSG00000084705,0,0,0,0,0,0,0
ENSMUSG00000084706,0,0,0,0,0,0,0
ENSMUSG00000084708,0,0,0,0,0,0,0
ENSMUSG00000084710,0,0,0,0,0,0,0
ENSMUSG00000084711,0,1,3,3,2,2,1
ENSMUSG00000084713,0,0,0,0,0,0,0
ENSMUSG00000084714,0,0,0,0,0,0,0
ENSMUSG00000084717,2,0,0,2,0,0,2
ENSMUSG00000084718,0,0,0,0,0,0,0
ENSMUSG00000084719,0,0,0,0,0,0,0
ENSMUSG00000084722,0,0,0,0,0,0,0
ENSMUSG00000084725,0,0,0,0,0,0,0
ENSMUSG00000084728,3,5,5,3,1,5,4
ENSMUSG00000084729,7,4,3,5,1,5,2
ENSMUSG00000084731,0,0,0,0,0,0,0
ENSMUSG00000084732,0,0,0,0,0,0,0
ENSMUSG00000084733,0,0,0,0,0,0,0
ENSMUSG00000084734,0,0,0,0,0,0,0
ENSMUSG00000084737,2,9,11,4,1,5,8
ENSMUSG00000084738,0,0,0,0,0,0,0
ENSMUSG00000084739,0,0,0,0,0,1,0
ENSMUSG00000084740,0,0,0,0,0,0,0
ENSMUSG00000084741,0,0,0,0,0,0,0
ENSMUSG00000084742,0,0,0,0,0,0,0
ENSMUSG00000084743,0,0,0,0,0,0,0
ENSMUSG00000084744,7,5,5,1,1,2,2
ENSMUSG00000084745,1,0,1,0,0,0,0
ENSMUSG00000084746,0,0,0,0,0,0,0
ENSMUSG00000084747,0,0,0,0,0,0,0
ENSMUSG00000084748,0,0,0,0,0,0,0
ENSMUSG00000084749,0,0,0,0,0,0,0
ENSMUSG00000084750,0,0,0,0,0,0,0
ENSMUSG00000084751,0,0,0,0,0,0,0
ENSMUSG00000084752,0,0,0,0,0,0,0
ENSMUSG00000084753,0,0,0,0,0,0,0
ENSMUSG00000084754,0,0,0,0,0,0,0
ENSMUSG00000084755,0,0,1,0,0,0,2
ENSMUSG00000084756,0,3,0,1,1,0,2
ENSMUSG00000084757,0,0,0,0,0,0,0
ENSMUSG00000084758,3,2,1,5,1,0,1
ENSMUSG00000084760,0,0,0,0,0,0,0
ENSMUSG00000084761,0,0,0,0,0,0,0
ENSMUSG00000084762,8,9,7,4,5,7,2
ENSMUSG00000084764,0,0,0,1,0,0,0
ENSMUSG00000084766,0,0,0,0,0,0,0
ENSMUSG00000084768,0,0,0,0,1,0,1
ENSMUSG00000084769,0,0,0,0,0,0,1
ENSMUSG00000084771,0,4,1,0,0,0,2
ENSMUSG00000084772,28,32,30,22,52,27,47
ENSMUSG00000084773,0,0,0,0,0,0,0
ENSMUSG00000084774,0,0,0,0,0,0,0
ENSMUSG00000084775,0,0,0,0,0,0,0
ENSMUSG00000084776,0,0,0,0,0,0,0
ENSMUSG00000084780,0,0,0,1,0,4,0
ENSMUSG00000084781,0,0,0,0,0,1,0
ENSMUSG00000084782,0,0,0,0,0,0,0
ENSMUSG00000084783,5,3,0,0,1,1,1
ENSMUSG00000084785,0,0,0,0,0,0,0
ENSMUSG00000084786,3675,2834,4102,3582,4265,4659,3570
ENSMUSG00000084787,0,0,0,0,0,0,0
ENSMUSG00000084788,0,0,0,0,1,0,0
ENSMUSG00000084789,0,1,0,0,0,1,0
ENSMUSG00000084790,112,108,161,175,142,152,151
ENSMUSG00000084791,0,0,0,0,0,0,0
ENSMUSG00000084792,19,16,35,30,28,28,38
ENSMUSG00000084793,0,0,0,0,0,0,0
ENSMUSG00000084794,0,0,0,0,0,0,0
ENSMUSG00000084795,0,0,0,0,0,0,0
ENSMUSG00000084796,2,1,0,0,0,0,1
ENSMUSG00000084797,153,104,87,126,134,106,64
ENSMUSG00000084798,0,0,0,0,0,0,0
ENSMUSG00000084799,42,43,25,25,41,42,37
ENSMUSG00000084800,0,0,0,0,0,0,0
ENSMUSG00000084802,0,0,0,0,0,0,0
ENSMUSG00000084803,0,0,1,2,0,0,0
ENSMUSG00000084804,0,0,0,0,0,0,0
