motif_id	motif_alt_id	sequence_name	start	stop	strand	score	p-value	q-value	matched_sequence
tead4_no_ervs_marg_seqs		chr1	9755805	9755813	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	9768929	9768937	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	9769013	9769021	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	9769727	9769735	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	9848714	9848722	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	9947762	9947770	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	10009820	10009828	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	10047485	10047493	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	10147948	10147956	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	10285300	10285308	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	10300758	10300766	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	10513972	10513980	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	10571380	10571388	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	10571411	10571419	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	10593035	10593043	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	10720184	10720192	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	10866332	10866340	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	10873012	10873020	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	10878537	10878545	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	11755753	11755761	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	11895494	11895502	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	12327165	12327173	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	13162996	13163004	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	13217197	13217205	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	13240580	13240588	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	13240943	13240951	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	13260091	13260099	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	13356585	13356593	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	13361768	13361776	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	13457601	13457609	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	13532158	13532166	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	13535722	13535730	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	13605481	13605489	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	13641742	13641750	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	13873206	13873214	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	13932134	13932142	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	13941845	13941853	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	14485411	14485419	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	14775615	14775623	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	14980851	14980859	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	15030360	15030368	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	15080070	15080078	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	15805080	15805088	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	15996273	15996281	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	16116027	16116035	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	16122177	16122185	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	16228896	16228904	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	16229342	16229350	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	16553195	16553203	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	16553851	16553859	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	16620136	16620144	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	17098358	17098366	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	17252061	17252069	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	17489949	17489957	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	18289230	18289238	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	18595962	18595970	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	18596045	18596053	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	18696153	18696161	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	18794288	18794296	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	18981547	18981555	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	19957617	19957625	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	20285260	20285268	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	20311112	20311120	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	20668885	20668893	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	20768110	20768118	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	20865629	20865637	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	20891144	20891152	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	20998853	20998861	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	20998856	20998864	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	21015182	21015190	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	21090489	21090497	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	21167635	21167643	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	21253231	21253239	+	12.2727	2.07e-05		
tead4_no_ervs_marg_seqs		chr1	21254030	21254038	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	21345022	21345030	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	21350046	21350054	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	22294236	22294244	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	22374188	22374196	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	22789927	22789935	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	23762161	23762169	+	12.0909	2.67e-05		
tead4_no_ervs_marg_seqs		chr1	23892258	23892266	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	23907103	23907111	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	23935845	23935853	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	23956069	23956077	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	24006217	24006225	-	12.2727	2.07e-05		
tead4_no_ervs_marg_seqs		chr1	24135258	24135266	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	24679247	24679255	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	25049703	25049711	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	26740551	26740559	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	27045124	27045132	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	28038144	28038152	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	28038377	28038385	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	28038655	28038663	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	28038745	28038753	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	28039218	28039226	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	28611714	28611722	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	29978913	29978921	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	29979284	29979292	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	30402822	30402830	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	30414529	30414537	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	30433612	30433620	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	30433657	30433665	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	30434907	30434915	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	30781182	30781190	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	30851188	30851196	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	30909030	30909038	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	30909107	30909115	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	31006438	31006446	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	31364619	31364627	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	31600954	31600962	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	31601433	31601441	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	31627894	31627902	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	32835562	32835570	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	33023584	33023592	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	33244353	33244361	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	33271705	33271713	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	33381484	33381492	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	33479550	33479558	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	33515457	33515465	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	33670185	33670193	+	12.0909	2.67e-05		
tead4_no_ervs_marg_seqs		chr1	33814887	33814895	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	33921555	33921563	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	33960104	33960112	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	33970105	33970113	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	33981139	33981147	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	34012969	34012977	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	34033105	34033113	+	12.0909	2.67e-05		
tead4_no_ervs_marg_seqs		chr1	34039386	34039394	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	34042077	34042085	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	34045171	34045179	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	34064029	34064037	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	34103674	34103682	-	12.0909	2.67e-05		
tead4_no_ervs_marg_seqs		chr1	34241375	34241383	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	34261233	34261241	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	34301985	34301993	+	12.0909	2.67e-05		
tead4_no_ervs_marg_seqs		chr1	34313033	34313041	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	34393402	34393410	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	34452435	34452443	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	34469891	34469899	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	34536959	34536967	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	34739137	34739145	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	34739349	34739357	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	34803477	34803485	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	34842040	34842048	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	34844087	34844095	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	34971404	34971412	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	35116582	35116590	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	35149614	35149622	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	35150176	35150184	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	35267562	35267570	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	35275803	35275811	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	35298375	35298383	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	35344435	35344443	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	35626318	35626326	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	35629673	35629681	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	35663778	35663786	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	35744516	35744524	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	35783556	35783564	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	35839755	35839763	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	35858890	35858898	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	35984250	35984258	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	36001975	36001983	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	36060860	36060868	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	36119625	36119633	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	36201442	36201450	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	36324322	36324330	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	36342434	36342442	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	36472903	36472911	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	36533861	36533869	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	36670956	36670964	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	36710277	36710285	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	36745118	36745126	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	36921343	36921351	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	36944118	36944126	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	37007098	37007106	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	37007220	37007228	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	37012009	37012017	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	37322672	37322680	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	37458909	37458917	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	37700707	37700715	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	37891063	37891071	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	37919145	37919153	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	37950798	37950806	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	37955230	37955238	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	37956071	37956079	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	38035781	38035789	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	38049438	38049446	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	38104008	38104016	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	38130207	38130215	-	12.0909	2.67e-05		
tead4_no_ervs_marg_seqs		chr1	38130525	38130533	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	38160081	38160089	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	38186087	38186095	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	38364071	38364079	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	38511667	38511675	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	38886705	38886713	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	38986793	38986801	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	39171435	39171443	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	39197468	39197476	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	39244602	39244610	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	39252739	39252747	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	39292609	39292617	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	39307893	39307901	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	39399687	39399695	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	39451304	39451312	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	39523203	39523211	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	39536868	39536876	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	39572238	39572246	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	39614661	39614669	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	39696928	39696936	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	39750018	39750026	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	39809204	39809212	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	39841718	39841726	+	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	39841784	39841792	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	39875234	39875242	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	39913806	39913814	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	39919005	39919013	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	40107405	40107413	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	40233806	40233814	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	40233936	40233944	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	40266449	40266457	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	40267290	40267298	-	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	40449962	40449970	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	40658755	40658763	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	40830363	40830371	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	40845676	40845684	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	42904500	42904508	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	42904586	42904594	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	43093543	43093551	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	43111914	43111922	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	43139681	43139689	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	43147765	43147773	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	43225195	43225203	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	43287364	43287372	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	43287959	43287967	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	43360146	43360154	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	43423559	43423567	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	43423856	43423864	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	43490351	43490359	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	43602623	43602631	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	43683546	43683554	-	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	43760529	43760537	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	43819539	43819547	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	43820090	43820098	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	43992589	43992597	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	44042146	44042154	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	44064613	44064621	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	44206789	44206797	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	44552630	44552638	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	44585389	44585397	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	44592289	44592297	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	45090232	45090240	+	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	45432206	45432214	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	45432906	45432914	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	45489484	45489492	-	11.6182	3.41e-05		
tead4_no_ervs_marg_seqs		chr1	45489695	45489703	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	45573341	45573349	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	45580885	45580893	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	45594413	45594421	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	45701088	45701096	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	45835489	45835497	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	45917354	45917362	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	46254379	46254387	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	46342947	46342955	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	46361771	46361779	+	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	46362009	46362017	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	46409708	46409716	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	46850901	46850909	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	47435808	47435816	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	47479363	47479371	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	47529493	47529501	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	47744221	47744229	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	48915827	48915835	-	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	49517348	49517356	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	51149730	51149738	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	51152871	51152879	+	11.0364	8.92e-05		
tead4_no_ervs_marg_seqs		chr1	51267746	51267754	+	11.1818	5.35e-05		
tead4_no_ervs_marg_seqs		chr1	51268424	51268432	-	11.1273	6.24e-05		
tead4_no_ervs_marg_seqs		chr1	51421386	51421394	+	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	51463138	51463146	+	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	51584895	51584903	-	11.5455	4.14e-05		
tead4_no_ervs_marg_seqs		chr1	51584985	51584993	-	12.5273	7.34e-06		
tead4_no_ervs_marg_seqs		chr1	51585967	51585975	+	11.0545	7.13e-05		
tead4_no_ervs_marg_seqs		chr1	51611011	51611019	-	12.4545	1.47e-05		
tead4_no_ervs_marg_seqs		chr1	51612272	51612280	-	12.4545	1.47e-05		
