motif_id	motif_alt_id	sequence_name	start	stop	strand	score	p-value	q-value	matched_sequence
tead4		chr1	35275649	35275657	-	10.8846	9.99e-05		
tead4		chr1	35275803	35275811	+	13.7308	1.96e-05		
tead4		chr1	35298375	35298383	+	12.0769	4.48e-05		
tead4		chr1	35626318	35626326	+	14.4038	1.14e-05		
tead4		chr1	35629673	35629681	-	14.4808	8.06e-06		
tead4		chr1	35663778	35663786	+	13.7308	1.96e-05		
tead4		chr1	35744516	35744524	-	13.9038	1.47e-05		
tead4		chr1	35744586	35744594	+	10.8846	9.99e-05		
tead4		chr1	35783556	35783564	+	12.0769	4.48e-05		
tead4		chr1	35839755	35839763	-	13.7308	1.96e-05		
tead4		chr1	35858890	35858898	-	14.4808	8.06e-06		
tead4		chr1	35871609	35871617	+	13.2308	2.45e-05		
tead4		chr1	35984250	35984258	+	13.9038	1.47e-05		
tead4		chr1	36001975	36001983	-	12.0769	4.48e-05		
tead4		chr1	36060860	36060868	+	13.1538	2.85e-05		
tead4		chr1	36119625	36119633	-	12.1923	3.99e-05		
tead4		chr1	36201442	36201450	+	11.6154	5.49e-05		
tead4		chr1	36255135	36255143	+	11.1923	8.01e-05		
tead4		chr1	36324322	36324330	+	14.4808	8.06e-06		
tead4		chr1	36342434	36342442	+	13.9038	1.47e-05		
tead4		chr1	36472903	36472911	-	13.9038	1.47e-05		
tead4		chr1	36533774	36533782	+	12.6538	3.26e-05		
tead4		chr1	36670956	36670964	-	13.7308	1.96e-05		
tead4		chr1	36710277	36710285	-	11.1154	8.34e-05		
tead4		chr1	36745118	36745126	+	14.4808	8.06e-06		
tead4		chr1	36897150	36897158	+	10.8846	9.99e-05		
tead4		chr1	36921343	36921351	-	11.6923	5.15e-05		
tead4		chr1	36944118	36944126	+	11.5	6.38e-05		
tead4		chr1	37007098	37007106	-	12.0769	4.48e-05		
tead4		chr1	37007220	37007228	-	12.0769	4.48e-05		
tead4		chr1	37007298	37007306	+	12.6538	3.26e-05		
tead4		chr1	37007401	37007409	+	10.8846	9.99e-05		
tead4		chr1	37012009	37012017	-	13.9038	1.47e-05		
tead4		chr1	37136418	37136426	-	10.8846	9.99e-05		
tead4		chr1	37178893	37178901	+	13.2308	2.45e-05		
tead4		chr1	37179114	37179122	+	13.2308	2.45e-05		
tead4		chr1	37322672	37322680	-	11.5	6.38e-05		
tead4		chr1	37458458	37458466	-	13.2308	2.45e-05		
tead4		chr1	37458909	37458917	-	12.0769	4.48e-05		
tead4		chr1	37700707	37700715	-	13.1538	2.85e-05		
tead4		chr1	37891063	37891071	+	14.4808	8.06e-06		
tead4		chr1	37919145	37919153	-	13.1538	2.85e-05		
tead4		chr1	37950798	37950806	+	11.5	6.38e-05		
tead4		chr1	37955230	37955238	-	14.4808	8.06e-06		
tead4		chr1	37956071	37956079	-	14.9808	4.03e-06		
tead4		chr1	38035781	38035789	+	14.9808	4.03e-06		
tead4		chr1	38049438	38049446	-	14.4808	8.06e-06		
tead4		chr1	38059094	38059102	-	10.8846	9.99e-05		
tead4		chr1	38104008	38104016	+	11.5769	5.98e-05		
tead4		chr1	38130207	38130215	+	11.8654	4.75e-05		
tead4		chr1	38130525	38130533	+	11.5	6.38e-05		
tead4		chr1	38159770	38159778	-	12.6538	3.26e-05		
tead4		chr1	38160081	38160089	+	13.1538	2.85e-05		
tead4		chr1	38186087	38186095	+	14.4808	8.06e-06		
tead4		chr1	38259840	38259848	+	10.9423	9.23e-05		
tead4		chr1	38364071	38364079	-	11.5769	5.98e-05		
tead4		chr1	38511667	38511675	+	11.3846	7.2e-05		
tead4		chr1	38986793	38986801	+	12.0769	4.48e-05		
tead4		chr1	39041635	39041643	-	10.9423	9.23e-05		
tead4		chr1	39171435	39171443	+	11.1154	8.34e-05		
tead4		chr1	39197468	39197476	-	14.4808	8.06e-06		
tead4		chr1	39244602	39244610	+	12.1923	3.99e-05		
tead4		chr1	39252739	39252747	-	14.9808	4.03e-06		
tead4		chr1	39292609	39292617	-	13.1538	2.85e-05		
tead4		chr1	39307585	39307593	-	10.8846	9.99e-05		
tead4		chr1	39307893	39307901	+	13.9038	1.47e-05		
tead4		chr1	39313634	39313642	+	12.6538	3.26e-05		
tead4		chr1	39399687	39399695	-	14.4808	8.06e-06		
tead4		chr1	39523203	39523211	-	13.7308	1.96e-05		
tead4		chr1	39536868	39536876	+	12.1923	3.99e-05		
tead4		chr1	39556406	39556414	-	13.2308	2.45e-05		
tead4		chr1	39572238	39572246	-	13.7308	1.96e-05		
tead4		chr1	39696928	39696936	-	12.0769	4.48e-05		
tead4		chr1	39750018	39750026	+	14.9808	4.03e-06		
tead4		chr1	39797146	39797154	-	10.9423	9.23e-05		
tead4		chr1	39841718	39841726	-	12.0769	4.48e-05		
tead4		chr1	39875234	39875242	+	14.9808	4.03e-06		
tead4		chr1	39913806	39913814	+	12.0769	4.48e-05		
tead4		chr1	39919005	39919013	+	11.5769	5.98e-05		
tead4		chr1	39953135	39953143	+	10.9423	9.23e-05		
tead4		chr1	40107405	40107413	+	11	8.74e-05		
tead4		chr1	40233806	40233814	+	12.1923	3.99e-05		
tead4		chr1	40233936	40233944	+	11.6154	5.49e-05		
tead4		chr1	40266449	40266457	+	14.9808	4.03e-06		
tead4		chr1	40266744	40266752	+	10.8846	9.99e-05		
tead4		chr1	40449962	40449970	+	11	8.74e-05		
tead4		chr1	40542840	40542848	+	13.2308	2.45e-05		
tead4		chr1	40658755	40658763	-	14.4038	1.14e-05		
tead4		chr1	40830363	40830371	+	12.0769	4.48e-05		
tead4		chr1	40845676	40845684	+	14.4808	8.06e-06		
tead4		chr1	42004242	42004250	-	13.2308	2.45e-05		
tead4		chr1	42904500	42904508	+	13.9038	1.47e-05		
tead4		chr1	42904586	42904594	-	13.1538	2.85e-05		
tead4		chr1	43093543	43093551	-	12.1923	3.99e-05		
tead4		chr1	43111914	43111922	+	13.7308	1.96e-05		
tead4		chr1	43139681	43139689	+	14.4038	1.14e-05		
tead4		chr1	43147765	43147773	+	11.5	6.38e-05		
tead4		chr1	43203216	43203224	+	10.8846	9.99e-05		
tead4		chr1	43225195	43225203	-	11.6923	5.15e-05		
tead4		chr1	43250163	43250171	-	11.2115	7.6e-05		
tead4		chr1	43263706	43263714	+	10.9423	9.23e-05		
tead4		chr1	43287364	43287372	-	13.9038	1.47e-05		
tead4		chr1	43287959	43287967	+	14.4808	8.06e-06		
tead4		chr1	43360146	43360154	+	13.7308	1.96e-05		
tead4		chr1	43423559	43423567	+	14.9808	4.03e-06		
tead4		chr1	43423856	43423864	-	13.1538	2.85e-05		
tead4		chr1	43445192	43445200	-	12.6538	3.26e-05		
tead4		chr1	43463277	43463285	+	13.2308	2.45e-05		
tead4		chr1	43602623	43602631	+	11.1154	8.34e-05		
tead4		chr1	43683546	43683554	+	11	8.74e-05		
tead4		chr1	43760529	43760537	+	14.4038	1.14e-05		
tead4		chr1	43819539	43819547	-	13.1538	2.85e-05		
tead4		chr1	43820090	43820098	-	14.4808	8.06e-06		
tead4		chr1	43828790	43828798	+	13.2308	2.45e-05		
tead4		chr1	44042146	44042154	-	11.3846	7.2e-05		
tead4		chr1	44064613	44064621	-	13.7308	1.96e-05		
tead4		chr1	44148724	44148732	-	13.2308	2.45e-05		
tead4		chr1	44206789	44206797	+	14.9808	4.03e-06		
tead4		chr1	44552630	44552638	+	12.0769	4.48e-05		
tead4		chr1	44585389	44585397	+	14.9808	4.03e-06		
tead4		chr1	44592289	44592297	+	13.7308	1.96e-05		
tead4		chr1	45090232	45090240	-	12.1923	3.99e-05		
tead4		chr1	45432206	45432214	+	11.3846	7.2e-05		
tead4		chr1	45432906	45432914	+	11.6923	5.15e-05		
tead4		chr1	45489484	45489492	+	12.1923	3.99e-05		
tead4		chr1	45489695	45489703	-	13.1538	2.85e-05		
tead4		chr1	45573341	45573349	-	11.6923	5.15e-05		
tead4		chr1	45574471	45574479	-	10.8846	9.99e-05		
tead4		chr1	45580885	45580893	-	13.7308	1.96e-05		
tead4		chr1	45581426	45581434	-	10.8846	9.99e-05		
tead4		chr1	45587654	45587662	+	10.9423	9.23e-05		
tead4		chr1	45594413	45594421	+	13.9038	1.47e-05		
tead4		chr1	45594686	45594694	-	13.2308	2.45e-05		
tead4		chr1	45701088	45701096	+	13.9038	1.47e-05		
tead4		chr1	45835489	45835497	+	14.9808	4.03e-06		
tead4		chr1	45917354	45917362	-	11.5769	5.98e-05		
tead4		chr1	46342947	46342955	+	11.6923	5.15e-05		
tead4		chr1	46361771	46361779	-	13.9038	1.47e-05		
tead4		chr1	46362009	46362017	-	13.7308	1.96e-05		
tead4		chr1	46409461	46409469	+	13.2308	2.45e-05		
tead4		chr1	46409708	46409716	-	11.1154	8.34e-05		
tead4		chr1	46850901	46850909	+	11.6923	5.15e-05		
tead4		chr1	46946237	46946245	+	12.6538	3.26e-05		
tead4		chr1	46971868	46971876	-	12.6538	3.26e-05		
tead4		chr1	47057557	47057565	-	13.2308	2.45e-05		
tead4		chr1	47435808	47435816	-	13.7308	1.96e-05		
tead4		chr1	47479363	47479371	+	13.7308	1.96e-05		
tead4		chr1	47529493	47529501	+	13.7308	1.96e-05		
tead4		chr1	47739090	47739098	+	13.2308	2.45e-05		
tead4		chr1	47744221	47744229	+	11.6923	5.15e-05		
tead4		chr1	49517348	49517356	-	11.1154	8.34e-05		
tead4		chr1	49867315	49867323	+	13.2308	2.45e-05		
tead4		chr1	50480902	50480910	-	13.2308	2.45e-05		
tead4		chr1	50481079	50481087	-	12.6538	3.26e-05		
tead4		chr1	51149730	51149738	-	13.7308	1.96e-05		
tead4		chr1	51152871	51152879	-	13.1538	2.85e-05		
tead4		chr1	51265676	51265684	+	12.6538	3.26e-05		
tead4		chr1	51268424	51268432	+	12.0769	4.48e-05		
tead4		chr1	51400819	51400827	-	13.2308	2.45e-05		
tead4		chr1	51401993	51402001	+	13.2308	2.45e-05		
tead4		chr1	51421106	51421114	+	13.2308	2.45e-05		
tead4		chr1	51421386	51421394	-	11.1154	8.34e-05		
tead4		chr1	51449367	51449375	+	13.2308	2.45e-05		
tead4		chr1	51463138	51463146	-	14.9808	4.03e-06		
tead4		chr1	51509457	51509465	+	13.2308	2.45e-05		
tead4		chr1	51584895	51584903	+	11.6923	5.15e-05		
tead4		chr1	51584985	51584993	+	14.4038	1.14e-05		
tead4		chr1	51585967	51585975	-	11	8.74e-05		
tead4		chr1	51611011	51611019	+	14.4808	8.06e-06		
tead4		chr1	51612272	51612280	+	14.4808	8.06e-06		
tead4		chr1	51639227	51639235	-	13.2308	2.45e-05		
tead4		chr1	51681206	51681214	+	11.1154	8.34e-05		
tead4		chr1	51682183	51682191	+	13.1538	2.85e-05		
tead4		chr1	51748350	51748358	-	10.8846	9.99e-05		
tead4		chr1	51816004	51816012	-	14.9808	4.03e-06		
tead4		chr1	51823000	51823008	+	13.7308	1.96e-05		
tead4		chr1	51913360	51913368	-	12.6538	3.26e-05		
tead4		chr1	52127546	52127554	-	14.4808	8.06e-06		
tead4		chr1	52159689	52159697	+	11.6923	5.15e-05		
tead4		chr1	52171143	52171151	-	12.1923	3.99e-05		
tead4		chr1	52233247	52233255	-	11.2115	7.6e-05		
tead4		chr1	52254596	52254604	-	14.4038	1.14e-05		
tead4		chr1	52255184	52255192	-	12.0769	4.48e-05		
tead4		chr1	52431037	52431045	-	11.5	6.38e-05		
tead4		chr1	52631555	52631563	+	14.4808	8.06e-06		
tead4		chr1	52660484	52660492	+	11.2115	7.6e-05		
tead4		chr1	52660504	52660512	+	13.1538	2.85e-05		
tead4		chr1	52804067	52804075	-	11.1154	8.34e-05		
tead4		chr1	52810281	52810289	+	13.2308	2.45e-05		
tead4		chr1	52810528	52810536	-	11.1154	8.34e-05		
tead4		chr1	52857339	52857347	+	11.8654	4.75e-05		
tead4		chr1	52858575	52858583	-	11.1154	8.34e-05		
tead4		chr1	52926155	52926163	+	11.5769	5.98e-05		
tead4		chr1	53353201	53353209	-	11.2115	7.6e-05		
tead4		chr1	53419964	53419972	+	11.3846	7.2e-05		
tead4		chr1	53420694	53420702	-	11.5769	5.98e-05		
tead4		chr1	53526086	53526094	+	13.2308	2.45e-05		
tead4		chr1	53526184	53526192	+	13.2308	2.45e-05		
tead4		chr1	53809349	53809357	-	13.2308	2.45e-05		
tead4		chr1	53850232	53850240	+	14.4038	1.14e-05		
tead4		chr1	53850246	53850254	-	12.0769	4.48e-05		
tead4		chr1	53928093	53928101	-	12.4423	3.59e-05		
tead4		chr1	54492269	54492277	-	12.0769	4.48e-05		
tead4		chr1	54493031	54493039	+	12.1923	3.99e-05		
tead4		chr1	54526085	54526093	+	14.4808	8.06e-06		
tead4		chr1	54586289	54586297	-	10.8846	9.99e-05		
tead4		chr1	54601309	54601317	+	13.2308	2.45e-05		
tead4		chr1	54613055	54613063	+	12.0769	4.48e-05		
tead4		chr1	54613507	54613515	-	10.8846	9.99e-05		
tead4		chr1	54661194	54661202	-	11.6923	5.15e-05		
tead4		chr1	54901675	54901683	+	13.7308	1.96e-05		
tead4		chr1	54983950	54983958	+	13.7308	1.96e-05		
tead4		chr1	55109371	55109379	-	12.6538	3.26e-05		
tead4		chr1	55169907	55169915	+	11.2115	7.6e-05		
tead4		chr1	55196319	55196327	+	11.3846	7.2e-05		
